Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
252;1;1.250;-1.150;-3.660;0.02;0.03;-0.03;-0.02;-0.32;-6.99;18.37;0.18
253;1;1.250;-1.250;-3.677;0.03;0.04;-0.02;-0.01;-0.29;-6.78;18.00;0.12
254;1;1.250;-1.350;-3.695;0.04;0.06;-0.02;0.00;-0.25;-6.55;17.59;0.01
255;1;1.250;-1.450;-3.712;0.04;0.07;-0.01;0.01;-0.22;-6.33;17.18;-0.16
256;1;1.250;-1.550;-3.729;0.05;0.08;-0.01;0.02;-0.19;-6.11;16.75;-0.36
257;1;1.250;-1.650;-3.746;0.05;0.09;-0.01;0.03;-0.16;-5.90;16.29;-0.59
258;1;1.250;-1.750;-3.763;0.06;0.09;-0.01;0.05;-0.13;-5.71;15.81;-0.83
259;1;1.250;-1.850;-3.780;0.06;0.10;-0.01;0.06;-0.11;-5.54;15.30;-1.08
260;1;1.250;-1.950;-3.798;0.06;0.10;-0.02;0.08;-0.09;-5.39;14.70;-1.32
261;1;1.350;-0.050;-3.496;0.00;-0.08;-0.05;-0.33;0.31;-2.52;24.16;-4.98
262;1;1.350;-0.150;-3.512;0.02;-0.13;-0.06;0.23;-0.03;-4.33;20.80;-5.31
263;1;1.350;-0.250;-3.529;-0.01;-0.11;-0.06;0.13;-0.10;-4.97;19.84;-4.00
264;1;1.350;-0.350;-3.545;-0.02;-0.10;-0.06;0.15;-0.26;-5.55;19.61;-2.92
265;1;1.350;-0.450;-3.562;-0.02;-0.09;-0.06;0.15;-0.38;-6.10;19.75;-1.95
266;1;1.350;-0.550;-3.579;-0.02;-0.07;-0.06;0.08;-0.40;-6.53;19.64;-1.14
267;1;1.350;-0.650;-3.595;-0.02;-0.05;-0.06;0.01;-0.39;-6.76;19.32;-0.55
268;1;1.350;-0.750;-3.612;-0.01;-0.03;-0.05;-0.02;-0.37;-6.84;19.03;-0.14
269;1;1.350;-0.850;-3.628;0.00;-0.01;-0.05;-0.02;-0.35;-6.85;18.81;0.17
270;1;1.350;-0.950;-3.645;0.01;0.01;-0.04;-0.03;-0.33;-6.81;18.60;0.37
271;1;1.350;-1.050;-3.661;0.02;0.03;-0.03;-0.03;-0.30;-6.71;18.36;0.46
272;1;1.350;-1.150;-3.678;0.03;0.04;-0.03;-0.03;-0.28;-6.56;18.10;0.46
273;1;1.350;-1.250;-3.695;0.03;0.06;-0.02;-0.03;-0.25;-6.38;17.81;0.40
274;1;1.350;-1.350;-3.711;0.04;0.07;-0.02;-0.01;-0.22;-6.20;17.50;0.28
275;1;1.350;-1.450;-3.728;0.05;0.08;-0.02;0.00;-0.20;-6.02;17.16;0.12
276;1;1.350;-1.550;-3.744;0.05;0.09;-0.02;0.01;-0.17;-5.84;16.80;-0.09
277;1;1.350;-1.650;-3.761;0.06;0.10;-0.01;0.02;-0.15;-5.66;16.40;-0.32
278;1;1.350;-1.750;-3.777;0.06;0.10;-0.01;0.04;-0.12;-5.50;15.98;-0.56
279;1;1.350;-1.850;-3.794;0.06;0.11;-0.02;0.05;-0.10;-5.36;15.54;-0.81
280;1;1.350;-1.950;-3.810;0.06;0.11;-0.02;0.06;-0.08;-5.22;15.05;-1.05
281;1;1.450;-0.050;-3.520;0.00;-0.05;-0.05;-0.28;0.13;-1.95;22.20;-4.12
282;1;1.450;-0.150;-3.536;0.01;-0.10;-0.07;0.15;0.09;-3.64;19.79;-4.48
283;1;1.450;-0.250;-3.552;-0.01;-0.09;-0.06;0.02;-0.17;-4.37;19.34;-3.32
284;1;1.450;-0.350;-3.568;-0.01;-0.07;-0.06;0.08;-0.32;-5.00;18.85;-2.27
285;1;1.450;-0.450;-3.584;-0.01;-0.06;-0.06;0.10;-0.30;-5.58;18.72;-1.35
286;1;1.450;-0.550;-3.600;-0.01;-0.04;-0.06;0.02;-0.28;-6.01;18.69;-0.63
287;1;1.450;-0.650;-3.616;-0.01;-0.02;-0.06;-0.03;-0.30;-6.21;18.60;-0.12
288;1;1.450;-0.750;-3.632;0.00;-0.01;-0.05;-0.04;-0.32;-6.29;18.42;0.24
289;1;1.450;-0.850;-3.648;0.01;0.01;-0.05;-0.04;-0.30;-6.33;18.25;0.53
290;1;1.450;-0.950;-3.664;0.01;0.03;-0.04;-0.05;-0.27;-6.33;18.10;0.72
291;1;1.450;-1.050;-3.680;0.02;0.05;-0.03;-0.05;-0.26;-6.25;17.96;0.79
292;1;1.450;-1.150;-3.696;0.03;0.06;-0.03;-0.05;-0.24;-6.13;17.78;0.78
293;1;1.450;-1.250;-3.712;0.04;0.07;-0.03;-0.04;-0.22;-5.99;17.58;0.71
294;1;1.450;-1.350;-3.728;0.05;0.08;-0.02;-0.03;-0.20;-5.85;17.34;0.59
295;1;1.450;-1.450;-3.744;0.05;0.09;-0.02;-0.02;-0.17;-5.71;17.08;0.42
296;1;1.450;-1.550;-3.760;0.06;0.10;-0.02;0.00;-0.15;-5.56;16.79;0.22
297;1;1.450;-1.650;-3.775;0.06;0.11;-0.02;0.01;-0.13;-5.42;16.46;-0.02
298;1;1.450;-1.750;-3.791;0.06;0.11;-0.02;0.03;-0.11;-5.28;16.10;-0.26
299;1;1.450;-1.850;-3.807;0.06;0.11;-0.02;0.04;-0.09;-5.17;15.70;-0.51
300;1;1.450;-1.950;-3.823;0.06;0.12;-0.02;0.05;-0.07;-5.07;15.27;-0.77
301;1;1.550;-0.050;-3.545;-0.01;-0.03;-0.04;-0.19;-0.07;-1.47;20.16;-3.44
302;1;1.550;-0.150;-3.560;0.00;-0.06;-0.05;0.16;0.14;-3.25;18.36;-3.60
303;1;1.550;-0.250;-3.576;0.00;-0.07;-0.06;0.06;-0.22;-4.04;19.03;-2.60
304;1;1.550;-0.350;-3.591;0.00;-0.05;-0.06;0.03;-0.33;-4.56;18.37;-1.60
305;1;1.550;-0.450;-3.606;-0.01;-0.03;-0.06;0.00;-0.23;-5.05;17.70;-0.75
306;1;1.550;-0.550;-3.622;-0.01;-0.02;-0.06;-0.05;-0.19;-5.47;17.65;-0.12
307;1;1.550;-0.650;-3.637;0.00;0.00;-0.05;-0.06;-0.23;-5.70;17.84;0.30
308;1;1.550;-0.750;-3.652;0.00;0.01;-0.05;-0.06;-0.27;-5.80;17.85;0.64
309;1;1.550;-0.850;-3.668;0.01;0.03;-0.04;-0.06;-0.25;-5.85;17.70;0.90
310;1;1.550;-0.950;-3.683;0.02;0.05;-0.04;-0.07;-0.23;-5.85;17.57;1.07
311;1;1.550;-1.050;-3.698;0.03;0.06;-0.03;-0.08;-0.22;-5.81;17.50;1.13
312;1;1.550;-1.150;-3.714;0.03;0.07;-0.03;-0.06;-0.20;-5.71;17.43;1.11
313;1;1.550;-1.250;-3.729;0.04;0.08;-0.03;-0.05;-0.19;-5.61;17.30;1.04
314;1;1.550;-1.350;-3.744;0.05;0.09;-0.02;-0.04;-0.17;-5.50;17.14;0.92
315;1;1.550;-1.450;-3.760;0.06;0.10;-0.02;-0.03;-0.15;-5.39;16.95;0.76
316;1;1.550;-1.550;-3.775;0.06;0.11;-0.02;-0.02;-0.14;-5.28;16.73;0.55
317;1;1.550;-1.650;-3.790;0.06;0.11;-0.02;0.00;-0.12;-5.18;16.47;0.31
318;1;1.550;-1.750;-3.805;0.07;0.12;-0.02;0.02;-0.10;-5.08;16.17;0.06
319;1;1.550;-1.850;-3.821;0.07;0.12;-0.02;0.03;-0.08;-5.00;15.81;-0.22
320;1;1.550;-1.950;-3.836;0.07;0.12;-0.02;0.05;-0.06;-4.94;15.42;-0.49
321;1;1.650;-0.050;-3.570;-0.02;-0.02;-0.03;-0.11;-0.23;-1.26;18.40;-2.80
322;1;1.650;-0.150;-3.585;0.00;-0.04;-0.04;0.11;0.05;-3.16;16.74;-2.78
323;1;1.650;-0.250;-3.599;0.00;-0.04;-0.06;0.10;-0.17;-3.84;18.27;-1.98
324;1;1.650;-0.350;-3.614;0.00;-0.03;-0.07;-0.01;-0.25;-4.18;17.82;-1.07
325;1;1.650;-0.450;-3.629;0.00;-0.01;-0.06;-0.09;-0.19;-4.58;16.89;-0.22
326;1;1.650;-0.550;-3.643;0.00;0.00;-0.05;-0.10;-0.16;-5.00;16.70;0.37
327;1;1.650;-0.650;-3.658;0.00;0.01;-0.05;-0.08;-0.18;-5.25;17.04;0.73
328;1;1.650;-0.750;-3.673;0.01;0.03;-0.05;-0.07;-0.21;-5.36;17.23;1.02
329;1;1.650;-0.850;-3.687;0.01;0.05;-0.04;-0.08;-0.21;-5.39;17.14;1.27
330;1;1.650;-0.950;-3.702;0.02;0.06;-0.04;-0.10;-0.20;-5.40;17.02;1.43
331;1;1.650;-1.050;-3.717;0.03;0.07;-0.03;-0.09;-0.18;-5.37;17.01;1.48
332;1;1.650;-1.150;-3.731;0.04;0.08;-0.03;-0.08;-0.17;-5.32;17.03;1.45
333;1;1.650;-1.250;-3.746;0.04;0.09;-0.03;-0.07;-0.16;-5.24;16.97;1.38
334;1;1.650;-1.350;-3.761;0.05;0.10;-0.02;-0.06;-0.15;-5.17;16.87;1.27
335;1;1.650;-1.450;-3.775;0.06;0.11;-0.02;-0.05;-0.13;-5.09;16.75;1.10
336;1;1.650;-1.550;-3.790;0.06;0.12;-0.02;-0.03;-0.12;-5.02;16.60;0.90
337;1;1.650;-1.650;-3.805;0.07;0.12;-0.02;-0.01;-0.10;-4.96;16.42;0.66
338;1;1.650;-1.750;-3.820;0.07;0.12;-0.02;0.00;-0.09;-4.90;16.19;0.40
339;1;1.650;-1.850;-3.834;0.07;0.13;-0.02;0.02;-0.07;-4.86;15.90;0.11
340;1;1.650;-1.950;-3.849;0.07;0.13;-0.02;0.04;-0.06;-4.83;15.53;-0.18
341;1;1.750;-0.050;-3.595;-0.03;-0.02;-0.03;-0.08;-0.35;-1.24;16.96;-2.10
342;1;1.750;-0.150;-3.609;-0.01;-0.03;-0.03;0.00;-0.04;-3.13;15.19;-2.10
343;1;1.750;-0.250;-3.623;0.00;-0.03;-0.05;0.03;-0.09;-3.59;16.84;-1.51
344;1;1.750;-0.350;-3.637;0.00;-0.01;-0.06;-0.04;-0.14;-3.88;16.93;-0.68
345;1;1.750;-0.450;-3.651;-0.01;0.00;-0.05;-0.11;-0.15;-4.25;16.18;0.20
346;1;1.750;-0.550;-3.665;0.00;0.01;-0.04;-0.12;-0.15;-4.62;15.91;0.81
347;1;1.750;-0.650;-3.679;0.00;0.03;-0.04;-0.11;-0.16;-4.84;16.21;1.14
348;1;1.750;-0.750;-3.693;0.01;0.05;-0.04;-0.10;-0.16;-4.93;16.49;1.38
349;1;1.750;-0.850;-3.707;0.01;0.06;-0.04;-0.11;-0.17;-4.96;16.52;1.60
350;1;1.750;-0.950;-3.721;0.02;0.07;-0.03;-0.11;-0.16;-4.97;16.48;1.76
351;1;1.750;-1.050;-3.735;0.03;0.08;-0.03;-0.11;-0.15;-4.96;16.50;1.82
352;1;1.750;-1.150;-3.749;0.04;0.09;-0.03;-0.10;-0.14;-4.93;16.57;1.80
353;1;1.750;-1.250;-3.763;0.04;0.10;-0.02;-0.08;-0.13;-4.89;16.60;1.73
354;1;1.750;-1.350;-3.777;0.05;0.11;-0.02;-0.07;-0.12;-4.85;16.56;1.61
355;1;1.750;-1.450;-3.791;0.06;0.12;-0.02;-0.06;-0.11;-4.80;16.49;1.45
356;1;1.750;-1.550;-3.805;0.06;0.12;-0.02;-0.05;-0.10;-4.77;16.40;1.26
357;1;1.750;-1.650;-3.820;0.07;0.13;-0.02;-0.03;-0.09;-4.75;16.30;1.02
358;1;1.750;-1.750;-3.834;0.07;0.13;-0.02;-0.01;-0.08;-4.73;16.14;0.75
359;1;1.750;-1.850;-3.848;0.07;0.13;-0.02;0.00;-0.07;-4.72;15.91;0.47
360;1;1.750;-1.950;-3.862;0.07;0.13;-0.02;0.02;-0.05;-4.71;15.63;0.17
361;1;1.850;-0.050;-3.619;-0.04;-0.01;-0.02;-0.09;-0.40;-1.19;15.68;-1.39
362;1;1.850;-0.150;-3.633;-0.01;-0.02;-0.03;-0.07;-0.08;-2.97;13.82;-1.56
363;1;1.850;-0.250;-3.646;0.00;-0.01;-0.04;-0.06;-0.05;-3.31;15.20;-1.04
364;1;1.850;-0.350;-3.660;0.00;0.00;-0.05;-0.09;-0.06;-3.61;15.72;-0.35
365;1;1.850;-0.450;-3.673;-0.01;0.01;-0.04;-0.12;-0.11;-3.98;15.39;0.50
366;1;1.850;-0.550;-3.686;-0.01;0.02;-0.03;-0.13;-0.14;-4.29;15.16;1.15
367;1;1.850;-0.650;-3.700;0.00;0.04;-0.03;-0.12;-0.13;-4.45;15.38;1.51
368;1;1.850;-0.750;-3.713;0.01;0.06;-0.03;-0.12;-0.13;-4.52;15.70;1.73
369;1;1.850;-0.850;-3.727;0.01;0.07;-0.03;-0.13;-0.13;-4.56;15.85;1.92
370;1;1.850;-0.950;-3.740;0.02;0.08;-0.03;-0.13;-0.14;-4.58;15.89;2.06
371;1;1.850;-1.050;-3.754;0.03;0.09;-0.02;-0.12;-0.13;-4.58;15.95;2.13
372;1;1.850;-1.150;-3.767;0.04;0.10;-0.02;-0.11;-0.12;-4.58;16.05;2.14
373;1;1.850;-1.250;-3.780;0.04;0.11;-0.02;-0.10;-0.11;-4.58;16.16;2.07
374;1;1.850;-1.350;-3.794;0.05;0.12;-0.02;-0.09;-0.11;-4.56;16.19;1.95
375;1;1.850;-1.450;-3.807;0.06;0.12;-0.02;-0.07;-0.10;-4.54;16.17;1.79
376;1;1.850;-1.550;-3.821;0.06;0.13;-0.02;-0.06;-0.08;-4.54;16.13;1.61
377;1;1.850;-1.650;-3.834;0.07;0.13;-0.02;-0.05;-0.07;-4.57;16.09;1.39
378;1;1.850;-1.750;-3.848;0.07;0.13;-0.02;-0.03;-0.07;-4.57;16.00;1.11
379;1;1.850;-1.850;-3.861;0.07;0.14;-0.02;-0.01;-0.06;-4.59;15.84;0.83
380;1;1.850;-1.950;-3.875;0.07;0.14;-0.02;0.01;-0.04;-4.63;15.63;0.52
381;1;1.950;-0.050;-3.644;-0.04;-0.01;-0.02;-0.13;-0.40;-1.07;14.54;-0.70
382;1;1.950;-0.150;-3.657;-0.02;-0.02;-0.02;-0.09;-0.10;-2.84;12.73;-1.12
383;1;1.950;-0.250;-3.670;-0.01;-0.01;-0.03;-0.09;-0.02;-3.12;13.65;-0.62
384;1;1.950;-0.350;-3.682;-0.01;0.01;-0.03;-0.13;-0.02;-3.33;14.30;-0.04
385;1;1.950;-0.450;-3.695;-0.01;0.02;-0.03;-0.14;-0.10;-3.64;14.41;0.74
386;1;1.950;-0.550;-3.708;-0.01;0.03;-0.03;-0.12;-0.13;-3.94;14.38;1.41
387;1;1.950;-0.650;-3.721;0.00;0.05;-0.03;-0.12;-0.11;-4.10;14.55;1.81
388;1;1.950;-0.750;-3.734;0.00;0.06;-0.03;-0.15;-0.09;-4.15;14.86;2.03
389;1;1.950;-0.850;-3.746;0.01;0.08;-0.02;-0.16;-0.11;-4.16;15.10;2.21
390;1;1.950;-0.950;-3.759;0.02;0.09;-0.02;-0.14;-0.12;-4.19;15.25;2.35
391;1;1.950;-1.050;-3.772;0.02;0.09;-0.02;-0.12;-0.11;-4.25;15.37;2.43
392;1;1.950;-1.150;-3.785;0.03;0.10;-0.02;-0.11;-0.09;-4.29;15.50;2.44
393;1;1.950;-1.250;-3.798;0.04;0.11;-0.02;-0.13;-0.08;-4.30;15.63;2.39
394;1;1.950;-1.350;-3.810;0.05;0.12;-0.02;-0.11;-0.09;-4.29;15.76;2.27
395;1;1.950;-1.450;-3.823;0.05;0.13;-0.01;-0.09;-0.08;-4.31;15.80;2.12
396;1;1.950;-1.550;-3.836;0.06;0.13;-0.01;-0.07;-0.07;-4.35;15.80;1.95
397;1;1.950;-1.650;-3.849;0.06;0.13;-0.01;-0.07;-0.06;-4.40;15.79;1.75
398;1;1.950;-1.750;-3.862;0.07;0.14;-0.01;-0.05;-0.06;-4.44;15.78;1.47
399;1;1.950;-1.850;-3.875;0.07;0.14;-0.01;-0.03;-0.05;-4.49;15.69;1.19
400;1;1.950;-1.950;-3.887;0.07;0.14;-0.02;-0.01;-0.03;-4.59;15.54;0.88
401;1;0.200;-2.200;-3.723;0.08;-0.01;-0.01;-0.02;-0.07;-5.54;7.33;-1.33
402;1;0.200;-2.600;-3.818;0.11;0.01;-0.04;-0.15;-0.08;-7.39;4.17;-1.47
403;1;0.200;-3.000;-3.912;0.16;0.01;-0.05;-0.31;-0.04;-12.30;1.80;-0.60
404;1;0.200;-3.400;-4.008;0.21;-0.01;-0.04;-0.37;0.01;-21.21;0.93;0.63
405;1;0.200;-3.800;-4.102;0.25;-0.03;-0.01;-0.22;-0.12;-33.07;1.62;1.05
406;1;0.600;-2.200;-3.767;0.04;0.04;-0.02;0.05;-0.06;-6.16;9.85;-2.31
407;1;0.600;-2.600;-3.852;0.04;0.04;-0.05;-0.01;0.00;-7.25;6.51;-2.02
408;1;0.600;-3.000;-3.938;0.06;0.01;-0.06;-0.10;0.03;-11.25;3.71;-0.60
409;1;0.600;-3.400;-4.023;0.10;-0.02;-0.06;-0.16;0.00;-19.27;2.09;1.30
410;1;0.600;-3.800;-4.108;0.15;-0.03;-0.05;-0.16;-0.18;-31.41;1.91;1.72
411;1;1.000;-2.200;-3.813;0.04;0.08;-0.02;0.10;-0.04;-5.81;12.25;-2.21
412;1;1.000;-2.600;-3.888;0.03;0.07;-0.05;0.08;0.04;-6.54;9.00;-2.08
413;1;1.000;-3.000;-3.963;0.03;0.03;-0.07;0.03;0.07;-9.78;5.75;-0.80
414;1;1.000;-3.400;-4.037;0.05;-0.02;-0.08;-0.03;0.02;-17.10;3.21;1.13
415;1;1.000;-3.800;-4.113;0.10;-0.03;-0.07;-0.07;-0.17;-29.93;2.11;1.66
416;1;1.400;-2.200;-3.858;0.05;0.12;-0.03;0.10;-0.02;-5.34;14.05;-1.53
417;1;1.400;-2.600;-3.922;0.04;0.09;-0.05;0.12;0.05;-5.97;11.10;-1.93
418;1;1.400;-3.000;-3.987;0.03;0.05;-0.07;0.11;0.09;-8.59;7.56;-1.29
419;1;1.400;-3.400;-4.052;0.04;-0.01;-0.09;0.05;0.04;-15.06;4.19;0.32
420;1;1.400;-3.800;-4.117;0.08;-0.02;-0.09;-0.01;-0.14;-27.92;2.28;1.18
421;1;1.800;-2.200;-3.902;0.06;0.14;-0.02;0.07;-0.01;-5.18;15.03;-0.44
422;1;1.800;-2.600;-3.957;0.05;0.12;-0.04;0.11;0.05;-5.96;12.69;-1.55
423;1;1.800;-3.000;-4.012;0.04;0.07;-0.07;0.12;0.09;-8.00;9.13;-1.81
424;1;1.800;-3.400;-4.068;0.04;0.01;-0.09;0.08;0.06;-13.18;5.13;-0.74
425;1;1.800;-3.800;-4.122;0.08;-0.02;-0.09;0.01;-0.10;-24.92;2.43;0.52
426;1;2.200;-0.200;-3.723;-0.02;0.00;-0.01;-0.08;-0.09;-2.69;10.67;0.13
427;1;2.200;-0.600;-3.767;-0.01;0.05;0.00;-0.11;-0.06;-3.74;12.48;2.21
428;1;2.200;-1.000;-3.813;0.01;0.10;0.00;-0.13;-0.04;-4.00;13.78;3.05
429;1;2.200;-1.400;-3.858;0.04;0.13;0.00;-0.11;-0.03;-4.22;14.72;3.00
430;1;2.200;-1.800;-3.902;0.06;0.14;0.00;-0.06;-0.01;-4.69;15.20;2.25
431;1;2.200;-2.200;-3.948;0.06;0.15;-0.02;0.01;0.02;-5.50;14.98;0.95
432;1;2.200;-2.600;-3.993;0.05;0.13;-0.04;0.07;0.05;-6.52;13.55;-0.68
433;1;2.200;-3.000;-4.037;0.04;0.10;-0.06;0.10;0.09;-7.98;10.44;-1.89
434;1;2.200;-3.400;-4.082;0.04;0.04;-0.09;0.07;0.09;-11.48;6.11;-1.69
435;1;2.200;-3.800;-4.128;0.07;-0.01;-0.09;0.00;-0.06;-20.79;2.61;-0.18
436;1;2.600;-0.200;-3.818;0.01;0.02;0.03;0.09;-0.12;-4.14;6.89;0.48
437;1;2.600;-0.600;-3.852;-0.02;0.06;0.03;-0.05;-0.02;-4.52;8.63;2.14
438;1;2.600;-1.000;-3.888;-0.01;0.09;0.03;-0.12;0.02;-4.54;10.28;3.11
439;1;2.600;-1.400;-3.922;0.02;0.11;0.02;-0.13;0.04;-4.68;11.66;3.49
440;1;2.600;-1.800;-3.957;0.04;0.13;0.02;-0.10;0.04;-5.28;12.80;3.33
441;1;2.600;-2.200;-3.993;0.05;0.14;0.00;-0.05;0.05;-6.27;13.48;2.43
442;1;2.600;-2.600;-4.028;0.04;0.14;-0.02;0.01;0.08;-7.36;13.19;0.78
443;1;2.600;-3.000;-4.063;0.03;0.11;-0.05;0.05;0.11;-8.35;11.14;-1.17
444;1;2.600;-3.400;-4.097;0.03;0.06;-0.08;0.03;0.11;-10.00;7.05;-2.11
445;1;2.600;-3.800;-4.133;0.05;0.00;-0.09;-0.04;-0.01;-15.68;2.83;-0.83
446;1;3.000;-0.200;-3.912;0.07;0.04;0.04;0.30;-0.09;-9.31;3.65;-0.37
447;1;3.000;-0.600;-3.938;-0.01;0.04;0.05;0.06;0.02;-8.95;5.07;0.85
448;1;3.000;-1.000;-3.963;-0.02;0.05;0.05;-0.07;0.07;-8.22;6.53;1.88
449;1;3.000;-1.400;-3.987;0.00;0.07;0.05;-0.12;0.09;-7.66;7.83;2.78
450;1;3.000;-1.800;-4.012;0.02;0.10;0.05;-0.12;0.10;-7.51;9.05;3.36
451;1;3.000;-2.200;-4.037;0.03;0.11;0.03;-0.09;0.10;-7.75;10.18;3.32
452;1;3.000;-2.600;-4.063;0.02;0.12;0.01;-0.04;0.12;-8.25;10.90;2.38
453;1;3.000;-3.000;-4.088;0.00;0.11;-0.02;0.00;0.14;-8.66;10.39;0.49
454;1;3.000;-3.400;-4.113;-0.01;0.07;-0.05;-0.01;0.14;-8.65;7.51;-1.51
455;1;3.000;-3.800;-4.137;0.02;0.01;-0.07;-0.08;0.02;-10.05;3.07;-1.24
456;1;3.400;-0.200;-4.008;0.13;0.03;0.04;0.42;0.01;-19.91;1.67;-1.61
457;1;3.400;-0.600;-4.023;0.02;0.01;0.06;0.14;0.02;-18.63;2.49;-1.07
458;1;3.400;-1.000;-4.037;-0.01;0.01;0.07;0.00;0.05;-16.92;3.33;-0.18
459;1;3.400;-1.400;-4.052;0.00;0.02;0.07;-0.07;0.08;-15.10;4.05;0.91
460;1;3.400;-1.800;-4.068;0.01;0.04;0.07;-0.09;0.10;-13.26;4.78;1.93
461;1;3.400;-2.200;-4.082;0.02;0.06;0.07;-0.07;0.12;-11.47;5.64;2.68
462;1;3.400;-2.600;-4.097;0.01;0.07;0.05;-0.03;0.14;-9.85;6.55;2.89
463;1;3.400;-3.000;-4.113;-0.02;0.07;0.03;0.00;0.15;-8.46;7.14;2.18
464;1;3.400;-3.400;-4.128;-0.04;0.05;-0.01;-0.01;0.15;-6.91;6.35;0.32
465;1;3.400;-3.800;-4.142;-0.03;0.01;-0.04;-0.08;0.04;-4.75;3.17;-0.99
466;1;3.800;-0.200;-4.102;0.17;-0.01;0.02;0.31;-0.04;-35.55;1.25;-1.62
467;1;3.800;-0.600;-4.108;0.07;-0.02;0.05;0.17;-0.11;-34.30;1.45;-1.57
468;1;3.800;-1.000;-4.113;0.03;-0.02;0.07;0.05;-0.10;-32.38;1.60;-1.15
469;1;3.800;-1.400;-4.117;0.02;-0.02;0.08;-0.01;-0.07;-29.53;1.72;-0.56
470;1;3.800;-1.800;-4.122;0.03;-0.01;0.08;-0.02;-0.04;-25.66;1.83;0.05
471;1;3.800;-2.200;-4.128;0.03;0.00;0.08;0.00;0.00;-20.83;1.99;0.62
472;1;3.800;-2.600;-4.133;0.02;0.01;0.07;0.03;0.03;-15.30;2.19;1.14
473;1;3.800;-3.000;-4.137;-0.01;0.01;0.06;0.07;0.05;-9.51;2.45;1.49
474;1;3.800;-3.400;-4.142;-0.04;0.02;0.03;0.06;0.05;-4.24;2.62;1.34
475;1;3.800;-3.800;-4.148;-0.05;0.01;0.00;-0.01;-0.02;-0.30;2.11;0.32
476;1;0.050;0.050;-3.175;14.25;-5.87;-32.25;92.06;-27.44;63.19;130.90;2.07
477;1;0.050;0.150;-3.200;11.77;20.91;-8.46;67.58;-113.64;95.07;90.73;-6.73
478;1;0.050;0.250;-3.224;8.76;11.90;-4.22;41.96;-72.84;73.83;88.68;-3.26
479;1;0.050;0.350;-3.249;6.04;7.04;-2.63;30.49;-43.20;57.00;88.60;-5.86
480;1;0.050;0.450;-3.274;4.12;4.32;-2.05;24.48;-26.39;46.40;85.78;-8.96
481;1;0.050;0.550;-3.298;2.77;2.75;-1.71;20.14;-17.23;39.23;81.68;-11.23
482;1;0.050;0.650;-3.323;1.83;1.77;-1.44;16.58;-12.06;33.46;77.21;-12.51
483;1;0.050;0.750;-3.348;1.18;1.12;-1.18;13.42;-8.88;28.27;72.58;-12.92
484;1;0.050;0.850;-3.372;0.74;0.66;-0.93;10.54;-6.64;23.56;67.66;-12.64
485;1;0.050;0.950;-3.397;0.45;0.35;-0.69;8.01;-4.87;19.32;62.44;-11.96
486;1;0.050;1.050;-3.422;0.26;0.13;-0.50;5.86;-3.46;15.51;57.03;-11.06
487;1;0.050;1.150;-3.446;0.14;-0.01;-0.35;4.11;-2.39;12.16;51.57;-9.97
488;1;0.050;1.250;-3.471;0.05;-0.12;-0.25;2.81;-1.54;9.22;46.24;-8.65
489;1;0.050;1.350;-3.496;0.00;-0.17;-0.20;1.90;-0.84;6.56;41.10;-7.18
490;1;0.050;1.450;-3.520;-0.03;-0.18;-0.15;1.19;-0.29;4.23;36.10;-5.95
491;1;0.050;1.550;-3.545;-0.03;-0.15;-0.10;0.63;0.11;2.57;31.37;-5.20
492;1;0.050;1.650;-3.570;-0.03;-0.12;-0.07;0.34;0.42;1.57;27.40;-4.68
493;1;0.050;1.750;-3.595;-0.03;-0.11;-0.07;0.27;0.62;0.82;24.47;-4.02
494;1;0.050;1.850;-3.619;-0.03;-0.10;-0.07;0.28;0.70;0.15;22.33;-3.26
495;1;0.050;1.950;-3.644;-0.03;-0.09;-0.06;0.32;0.69;-0.37;20.68;-2.51
496;1;0.150;0.050;-3.200;-0.34;-16.03;-11.85;27.51;69.59;34.86;87.05;33.42
497;1;0.150;0.150;-3.224;6.69;0.21;-0.56;-29.82;-14.47;44.47;77.90;25.29
498;1;0.150;0.250;-3.248;5.85;4.55;-1.34;-13.47;-30.95;44.39;75.31;16.38
499;1;0.150;0.350;-3.272;5.07;3.40;-1.39;-0.70;-23.90;37.91;72.79;10.66
500;1;0.150;0.450;-3.296;3.94;2.15;-1.24;4.82;-15.35;31.50;69.81;6.46
501;1;0.150;0.550;-3.320;2.93;1.29;-1.07;6.40;-9.37;26.26;66.30;3.25
502;1;0.150;0.650;-3.344;2.08;0.74;-0.90;6.24;-5.76;21.73;62.81;0.91
503;1;0.150;0.750;-3.368;1.42;0.39;-0.74;5.28;-3.71;17.67;59.47;-0.60
504;1;0.150;0.850;-3.392;0.94;0.15;-0.57;4.08;-2.54;14.12;56.08;-1.41
505;1;0.150;0.950;-3.416;0.61;0.00;-0.42;2.97;-1.80;11.05;52.34;-1.80
506;1;0.150;1.050;-3.440;0.38;-0.08;-0.30;2.07;-1.26;8.52;48.21;-2.07
507;1;0.150;1.150;-3.464;0.23;-0.13;-0.21;1.43;-0.76;6.54;44.07;-2.37
508;1;0.150;1.250;-3.488;0.15;-0.16;-0.17;1.15;-0.32;4.95;40.55;-2.63
509;1;0.150;1.350;-3.512;0.10;-0.20;-0.15;0.99;-0.12;3.48;37.67;-2.65
