Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
251;1;1.250;-1.050;-3.643;0.04;0.02;-0.05;-0.09;-0.23;-4.53;19.77;-1.35
252;1;1.250;-1.150;-3.660;0.05;0.04;-0.05;-0.08;-0.21;-4.85;19.23;-1.04
253;1;1.250;-1.250;-3.677;0.06;0.05;-0.04;-0.06;-0.20;-5.09;18.67;-0.83
254;1;1.250;-1.350;-3.695;0.07;0.06;-0.04;-0.05;-0.18;-5.26;18.10;-0.70
255;1;1.250;-1.450;-3.712;0.08;0.07;-0.03;-0.03;-0.16;-5.38;17.55;-0.64
256;1;1.250;-1.550;-3.729;0.08;0.08;-0.03;-0.01;-0.14;-5.47;16.99;-0.65
257;1;1.250;-1.650;-3.746;0.08;0.09;-0.03;0.01;-0.12;-5.53;16.42;-0.71
258;1;1.250;-1.750;-3.763;0.08;0.09;-0.03;0.02;-0.10;-5.58;15.85;-0.82
259;1;1.250;-1.850;-3.780;0.08;0.10;-0.03;0.04;-0.08;-5.61;15.26;-0.96
260;1;1.250;-1.950;-3.798;0.08;0.10;-0.03;0.05;-0.07;-5.66;14.63;-1.11
261;1;1.350;-0.050;-3.496;-0.09;-0.02;-0.11;-0.63;0.24;9.60;25.00;-12.11
262;1;1.350;-0.150;-3.512;-0.07;-0.04;-0.10;-0.36;0.08;5.19;23.98;-10.07
263;1;1.350;-0.250;-3.529;-0.05;-0.05;-0.08;-0.29;0.01;2.76;22.82;-8.00
264;1;1.350;-0.350;-3.545;-0.04;-0.05;-0.07;-0.12;-0.07;1.14;22.31;-6.52
265;1;1.350;-0.450;-3.562;-0.03;-0.04;-0.08;-0.04;-0.16;-0.05;22.23;-5.28
266;1;1.350;-0.550;-3.579;-0.02;-0.03;-0.08;-0.08;-0.21;-1.13;21.91;-4.13
267;1;1.350;-0.650;-3.595;-0.01;-0.02;-0.07;-0.13;-0.22;-2.06;21.37;-3.18
268;1;1.350;-0.750;-3.612;0.01;-0.01;-0.07;-0.14;-0.22;-2.78;20.84;-2.44
269;1;1.350;-0.850;-3.628;0.02;0.01;-0.06;-0.13;-0.22;-3.38;20.38;-1.82
270;1;1.350;-0.950;-3.645;0.03;0.02;-0.06;-0.12;-0.21;-3.88;19.93;-1.31
271;1;1.350;-1.050;-3.661;0.04;0.04;-0.05;-0.11;-0.20;-4.28;19.48;-0.92
272;1;1.350;-1.150;-3.678;0.05;0.05;-0.05;-0.10;-0.19;-4.60;19.01;-0.65
273;1;1.350;-1.250;-3.695;0.06;0.06;-0.04;-0.08;-0.18;-4.83;18.53;-0.46
274;1;1.350;-1.350;-3.711;0.07;0.07;-0.04;-0.06;-0.16;-5.02;18.04;-0.35
275;1;1.350;-1.450;-3.728;0.08;0.08;-0.03;-0.04;-0.14;-5.16;17.55;-0.31
276;1;1.350;-1.550;-3.744;0.08;0.09;-0.03;-0.02;-0.12;-5.27;17.05;-0.34
277;1;1.350;-1.650;-3.761;0.08;0.09;-0.03;-0.01;-0.11;-5.35;16.55;-0.42
278;1;1.350;-1.750;-3.777;0.08;0.10;-0.03;0.01;-0.09;-5.40;16.03;-0.53
279;1;1.350;-1.850;-3.794;0.08;0.10;-0.03;0.03;-0.07;-5.46;15.51;-0.67
280;1;1.350;-1.950;-3.810;0.08;0.11;-0.03;0.04;-0.06;-5.49;14.96;-0.83
281;1;1.450;-0.050;-3.520;-0.10;-0.03;-0.10;-0.53;0.20;8.29;22.57;-10.50
282;1;1.450;-0.150;-3.536;-0.07;-0.05;-0.09;-0.37;0.16;4.45;22.57;-8.80
283;1;1.450;-0.250;-3.552;-0.05;-0.05;-0.08;-0.24;-0.13;2.28;22.23;-7.06
284;1;1.450;-0.350;-3.568;-0.04;-0.04;-0.07;-0.09;-0.19;1.02;21.58;-5.74
285;1;1.450;-0.450;-3.584;-0.03;-0.03;-0.08;-0.07;-0.13;-0.01;21.25;-4.54
286;1;1.450;-0.550;-3.600;-0.02;-0.02;-0.08;-0.14;-0.12;-1.05;21.04;-3.43
287;1;1.450;-0.650;-3.616;-0.01;-0.01;-0.07;-0.18;-0.17;-1.94;20.74;-2.56
288;1;1.450;-0.750;-3.632;0.00;0.01;-0.06;-0.16;-0.20;-2.61;20.33;-1.89
289;1;1.450;-0.850;-3.648;0.02;0.02;-0.06;-0.15;-0.19;-3.17;19.91;-1.31
290;1;1.450;-0.950;-3.664;0.03;0.03;-0.05;-0.14;-0.18;-3.65;19.51;-0.83
291;1;1.450;-1.050;-3.680;0.04;0.05;-0.05;-0.13;-0.18;-4.04;19.14;-0.48
292;1;1.450;-1.150;-3.696;0.05;0.06;-0.04;-0.12;-0.17;-4.34;18.75;-0.24
293;1;1.450;-1.250;-3.712;0.06;0.07;-0.04;-0.10;-0.16;-4.58;18.35;-0.07
294;1;1.450;-1.350;-3.728;0.07;0.08;-0.04;-0.08;-0.14;-4.78;17.93;0.02
295;1;1.450;-1.450;-3.744;0.08;0.09;-0.03;-0.06;-0.13;-4.94;17.51;0.05
296;1;1.450;-1.550;-3.760;0.08;0.10;-0.03;-0.04;-0.11;-5.07;17.08;0.00
297;1;1.450;-1.650;-3.775;0.08;0.10;-0.03;-0.02;-0.10;-5.16;16.63;-0.09
298;1;1.450;-1.750;-3.791;0.08;0.11;-0.03;0.00;-0.08;-5.23;16.16;-0.21
299;1;1.450;-1.850;-3.807;0.08;0.11;-0.03;0.02;-0.07;-5.29;15.68;-0.36
300;1;1.450;-1.950;-3.823;0.08;0.11;-0.03;0.03;-0.05;-5.35;15.19;-0.54
301;1;1.550;-0.050;-3.545;-0.09;-0.03;-0.07;-0.41;0.17;7.05;20.24;-9.16
302;1;1.550;-0.150;-3.560;-0.07;-0.04;-0.07;-0.23;0.25;3.70;20.58;-7.58
303;1;1.550;-0.250;-3.576;-0.06;-0.04;-0.08;-0.07;-0.15;2.02;21.67;-6.25
304;1;1.550;-0.350;-3.591;-0.05;-0.03;-0.08;-0.07;-0.24;1.00;21.11;-5.01
305;1;1.550;-0.450;-3.606;-0.04;-0.02;-0.07;-0.16;-0.12;0.01;20.28;-3.80
306;1;1.550;-0.550;-3.622;-0.03;-0.01;-0.07;-0.21;-0.08;-1.01;20.00;-2.75
307;1;1.550;-0.650;-3.637;-0.01;0.00;-0.07;-0.20;-0.13;-1.83;20.01;-1.98
308;1;1.550;-0.750;-3.652;0.00;0.02;-0.06;-0.17;-0.18;-2.45;19.83;-1.36
309;1;1.550;-0.850;-3.668;0.01;0.03;-0.06;-0.16;-0.18;-2.98;19.43;-0.81
310;1;1.550;-0.950;-3.683;0.03;0.04;-0.05;-0.16;-0.16;-3.44;19.05;-0.36
311;1;1.550;-1.050;-3.698;0.04;0.06;-0.05;-0.15;-0.15;-3.81;18.75;-0.03
312;1;1.550;-1.150;-3.714;0.05;0.07;-0.04;-0.13;-0.15;-4.10;18.46;0.18
313;1;1.550;-1.250;-3.729;0.06;0.08;-0.04;-0.11;-0.14;-4.34;18.13;0.33
314;1;1.550;-1.350;-3.744;0.07;0.09;-0.03;-0.09;-0.13;-4.55;17.77;0.42
315;1;1.550;-1.450;-3.760;0.07;0.10;-0.03;-0.07;-0.11;-4.72;17.42;0.43
316;1;1.550;-1.550;-3.775;0.08;0.10;-0.03;-0.05;-0.10;-4.86;17.06;0.38
317;1;1.550;-1.650;-3.790;0.08;0.11;-0.03;-0.03;-0.09;-4.98;16.67;0.27
318;1;1.550;-1.750;-3.805;0.08;0.11;-0.03;-0.01;-0.08;-5.07;16.25;0.13
319;1;1.550;-1.850;-3.821;0.08;0.11;-0.03;0.01;-0.06;-5.15;15.81;-0.05
320;1;1.550;-1.950;-3.836;0.08;0.12;-0.03;0.03;-0.04;-5.23;15.34;-0.24
321;1;1.650;-0.050;-3.570;-0.08;-0.03;-0.05;-0.30;0.09;5.89;18.29;-7.97
322;1;1.650;-0.150;-3.585;-0.07;-0.04;-0.05;-0.11;0.17;2.99;18.48;-6.47
323;1;1.650;-0.250;-3.599;-0.06;-0.03;-0.07;-0.01;-0.05;1.92;20.64;-5.58
324;1;1.650;-0.350;-3.614;-0.06;-0.02;-0.08;-0.11;-0.17;1.00;20.52;-4.38
325;1;1.650;-0.450;-3.629;-0.05;-0.01;-0.07;-0.22;-0.12;-0.04;19.45;-3.09
326;1;1.650;-0.550;-3.643;-0.04;0.00;-0.06;-0.24;-0.08;-1.02;19.01;-2.09
327;1;1.650;-0.650;-3.658;-0.02;0.01;-0.06;-0.20;-0.11;-1.75;19.19;-1.42
328;1;1.650;-0.750;-3.673;-0.01;0.03;-0.06;-0.18;-0.15;-2.31;19.23;-0.86
329;1;1.650;-0.850;-3.687;0.01;0.04;-0.05;-0.18;-0.15;-2.80;18.93;-0.33
330;1;1.650;-0.950;-3.702;0.02;0.05;-0.05;-0.18;-0.14;-3.23;18.57;0.11
331;1;1.650;-1.050;-3.717;0.03;0.06;-0.04;-0.17;-0.13;-3.58;18.31;0.41
332;1;1.650;-1.150;-3.731;0.04;0.07;-0.04;-0.15;-0.13;-3.87;18.11;0.61
333;1;1.650;-1.250;-3.746;0.05;0.09;-0.04;-0.13;-0.12;-4.11;17.85;0.74
334;1;1.650;-1.350;-3.761;0.06;0.09;-0.03;-0.11;-0.11;-4.33;17.56;0.82
335;1;1.650;-1.450;-3.775;0.07;0.10;-0.03;-0.09;-0.10;-4.51;17.26;0.82
336;1;1.650;-1.550;-3.790;0.08;0.11;-0.03;-0.07;-0.09;-4.66;16.96;0.76
337;1;1.650;-1.650;-3.805;0.08;0.11;-0.03;-0.05;-0.08;-4.80;16.65;0.65
338;1;1.650;-1.750;-3.820;0.08;0.12;-0.02;-0.02;-0.07;-4.92;16.30;0.49
339;1;1.650;-1.850;-3.834;0.08;0.12;-0.02;0.00;-0.06;-5.04;15.92;0.29
340;1;1.650;-1.950;-3.849;0.08;0.12;-0.03;0.02;-0.05;-5.15;15.49;0.06
341;1;1.750;-0.050;-3.595;-0.09;-0.04;-0.04;-0.24;0.01;4.96;16.61;-6.88
342;1;1.750;-0.150;-3.609;-0.08;-0.03;-0.04;-0.11;0.03;2.46;16.65;-5.56
343;1;1.750;-0.250;-3.623;-0.07;-0.02;-0.06;-0.09;0.02;1.80;19.05;-5.01
344;1;1.750;-0.350;-3.637;-0.07;-0.01;-0.07;-0.16;-0.06;0.92;19.53;-3.85
345;1;1.750;-0.450;-3.651;-0.06;0.00;-0.06;-0.23;-0.11;-0.16;18.67;-2.47
346;1;1.750;-0.550;-3.665;-0.04;0.00;-0.05;-0.24;-0.11;-1.06;18.16;-1.48
347;1;1.750;-0.650;-3.679;-0.03;0.02;-0.05;-0.22;-0.11;-1.67;18.33;-0.89
348;1;1.750;-0.750;-3.693;-0.01;0.04;-0.05;-0.20;-0.12;-2.16;18.50;-0.40
349;1;1.750;-0.850;-3.707;0.00;0.05;-0.05;-0.20;-0.13;-2.62;18.35;0.11
350;1;1.750;-0.950;-3.721;0.01;0.06;-0.04;-0.20;-0.12;-3.03;18.06;0.55
351;1;1.750;-1.050;-3.735;0.03;0.07;-0.04;-0.18;-0.12;-3.36;17.84;0.84
352;1;1.750;-1.150;-3.749;0.04;0.08;-0.03;-0.16;-0.11;-3.63;17.69;1.03
353;1;1.750;-1.250;-3.763;0.05;0.09;-0.03;-0.14;-0.11;-3.89;17.52;1.16
354;1;1.750;-1.350;-3.777;0.06;0.10;-0.03;-0.12;-0.10;-4.11;17.29;1.22
355;1;1.750;-1.450;-3.791;0.07;0.11;-0.03;-0.10;-0.09;-4.30;17.05;1.22
356;1;1.750;-1.550;-3.805;0.07;0.11;-0.02;-0.08;-0.08;-4.48;16.80;1.16
357;1;1.750;-1.650;-3.820;0.08;0.12;-0.02;-0.06;-0.07;-4.64;16.56;1.04
358;1;1.750;-1.750;-3.834;0.08;0.12;-0.02;-0.04;-0.06;-4.79;16.28;0.87
359;1;1.750;-1.850;-3.848;0.08;0.12;-0.02;-0.02;-0.05;-4.92;15.97;0.66
360;1;1.750;-1.950;-3.862;0.08;0.13;-0.02;0.00;-0.04;-5.04;15.61;0.43
361;1;1.850;-0.050;-3.619;-0.10;-0.04;-0.04;-0.20;-0.04;4.34;15.10;-5.92
362;1;1.850;-0.150;-3.633;-0.09;-0.03;-0.04;-0.11;-0.04;2.18;15.11;-4.86
363;1;1.850;-0.250;-3.646;-0.09;-0.02;-0.05;-0.17;0.03;1.65;17.26;-4.39
364;1;1.850;-0.350;-3.660;-0.08;0.00;-0.06;-0.22;0.00;0.75;18.18;-3.32
365;1;1.850;-0.450;-3.673;-0.06;0.00;-0.05;-0.23;-0.08;-0.31;17.78;-1.98
366;1;1.850;-0.550;-3.686;-0.05;0.01;-0.04;-0.23;-0.11;-1.10;17.34;-0.99
367;1;1.850;-0.650;-3.700;-0.04;0.02;-0.04;-0.22;-0.10;-1.60;17.46;-0.40
368;1;1.850;-0.750;-3.713;-0.02;0.04;-0.04;-0.22;-0.10;-2.03;17.69;0.06
369;1;1.850;-0.850;-3.727;-0.01;0.06;-0.04;-0.22;-0.10;-2.46;17.68;0.54
370;1;1.850;-0.950;-3.740;0.01;0.06;-0.04;-0.21;-0.11;-2.84;17.49;0.95
371;1;1.850;-1.050;-3.754;0.02;0.07;-0.03;-0.19;-0.11;-3.15;17.32;1.24
372;1;1.850;-1.150;-3.767;0.03;0.09;-0.03;-0.17;-0.10;-3.42;17.21;1.44
373;1;1.850;-1.250;-3.780;0.04;0.10;-0.03;-0.16;-0.09;-3.69;17.12;1.57
374;1;1.850;-1.350;-3.794;0.05;0.10;-0.03;-0.14;-0.09;-3.92;16.97;1.61
375;1;1.850;-1.450;-3.807;0.06;0.11;-0.02;-0.12;-0.08;-4.12;16.77;1.60
376;1;1.850;-1.550;-3.821;0.07;0.12;-0.02;-0.09;-0.07;-4.31;16.57;1.55
377;1;1.850;-1.650;-3.834;0.07;0.12;-0.02;-0.08;-0.06;-4.50;16.40;1.44
378;1;1.850;-1.750;-3.848;0.08;0.12;-0.02;-0.05;-0.06;-4.66;16.18;1.25
379;1;1.850;-1.850;-3.861;0.08;0.13;-0.02;-0.03;-0.05;-4.81;15.93;1.04
380;1;1.850;-1.950;-3.875;0.08;0.13;-0.02;-0.01;-0.03;-4.95;15.63;0.80
381;1;1.950;-0.050;-3.644;-0.10;-0.04;-0.04;-0.17;-0.09;3.92;13.80;-5.03
382;1;1.950;-0.150;-3.657;-0.10;-0.03;-0.04;-0.06;-0.07;1.94;13.91;-4.28
383;1;1.950;-0.250;-3.670;-0.10;-0.01;-0.04;-0.20;0.06;1.43;15.49;-3.76
384;1;1.950;-0.350;-3.682;-0.09;0.00;-0.04;-0.28;0.02;0.57;16.56;-2.78
385;1;1.950;-0.450;-3.695;-0.07;0.01;-0.04;-0.26;-0.09;-0.39;16.68;-1.55
386;1;1.950;-0.550;-3.708;-0.06;0.01;-0.04;-0.21;-0.13;-1.08;16.50;-0.60
387;1;1.950;-0.650;-3.721;-0.04;0.03;-0.03;-0.21;-0.09;-1.52;16.57;0.01
388;1;1.950;-0.750;-3.734;-0.03;0.05;-0.03;-0.23;-0.07;-1.90;16.80;0.48
389;1;1.950;-0.850;-3.746;-0.02;0.06;-0.03;-0.24;-0.09;-2.28;16.91;0.94
390;1;1.950;-0.950;-3.759;0.00;0.07;-0.03;-0.21;-0.11;-2.65;16.86;1.33
391;1;1.950;-1.050;-3.772;0.01;0.08;-0.03;-0.19;-0.10;-2.97;16.76;1.62
392;1;1.950;-1.150;-3.785;0.02;0.09;-0.03;-0.17;-0.08;-3.25;16.67;1.82
393;1;1.950;-1.250;-3.798;0.04;0.10;-0.02;-0.18;-0.07;-3.51;16.62;1.96
394;1;1.950;-1.350;-3.810;0.05;0.11;-0.02;-0.15;-0.08;-3.73;16.58;2.00
395;1;1.950;-1.450;-3.823;0.05;0.11;-0.02;-0.13;-0.08;-3.95;16.45;1.99
396;1;1.950;-1.550;-3.836;0.06;0.12;-0.02;-0.10;-0.06;-4.16;16.28;1.93
397;1;1.950;-1.650;-3.849;0.07;0.12;-0.02;-0.10;-0.05;-4.37;16.13;1.83
398;1;1.950;-1.750;-3.862;0.07;0.13;-0.02;-0.07;-0.05;-4.54;16.01;1.64
399;1;1.950;-1.850;-3.875;0.07;0.13;-0.02;-0.05;-0.04;-4.72;15.81;1.42
400;1;1.950;-1.950;-3.887;0.08;0.13;-0.02;-0.02;-0.03;-4.91;15.57;1.17
401;1;0.200;-2.200;-3.723;0.12;0.00;-0.03;-0.08;-0.07;-6.21;6.40;-1.36
402;1;0.200;-2.600;-3.818;0.15;0.01;-0.05;-0.20;-0.05;-8.32;3.41;-1.35
403;1;0.200;-3.000;-3.912;0.20;0.00;-0.06;-0.34;0.00;-13.10;1.26;-0.50
404;1;0.200;-3.400;-4.008;0.24;-0.02;-0.04;-0.38;0.03;-21.14;0.63;0.61
405;1;0.200;-3.800;-4.102;0.27;-0.04;-0.01;-0.22;-0.14;-31.32;1.57;0.75
406;1;0.600;-2.200;-3.767;0.07;0.05;-0.04;0.02;-0.05;-6.65;9.43;-2.01
407;1;0.600;-2.600;-3.852;0.08;0.04;-0.06;-0.05;0.02;-8.06;6.13;-1.63
408;1;0.600;-3.000;-3.938;0.10;0.01;-0.07;-0.13;0.05;-11.91;3.47;-0.31
409;1;0.600;-3.400;-4.023;0.13;-0.04;-0.06;-0.18;0.01;-19.14;2.00;1.41
410;1;0.600;-3.800;-4.108;0.18;-0.04;-0.04;-0.18;-0.19;-29.76;1.91;1.61
411;1;1.000;-2.200;-3.813;0.06;0.08;-0.04;0.07;-0.01;-6.26;11.95;-1.83
412;1;1.000;-2.600;-3.888;0.05;0.06;-0.06;0.05;0.05;-7.26;8.72;-1.63
413;1;1.000;-3.000;-3.963;0.05;0.02;-0.07;0.01;0.08;-10.33;5.56;-0.44
414;1;1.000;-3.400;-4.037;0.07;-0.03;-0.08;-0.05;0.02;-16.96;3.14;1.28
415;1;1.000;-3.800;-4.113;0.12;-0.04;-0.07;-0.10;-0.18;-28.48;2.11;1.60
416;1;1.400;-2.200;-3.858;0.07;0.11;-0.03;0.08;0.00;-5.76;13.72;-1.15
417;1;1.400;-2.600;-3.922;0.05;0.08;-0.05;0.10;0.06;-6.57;10.77;-1.49
418;1;1.400;-3.000;-3.987;0.04;0.03;-0.07;0.08;0.10;-9.05;7.32;-0.93
419;1;1.400;-3.400;-4.052;0.05;-0.02;-0.09;0.03;0.04;-14.93;4.09;0.49
420;1;1.400;-3.800;-4.117;0.09;-0.03;-0.08;-0.03;-0.15;-26.68;2.27;1.15
421;1;1.800;-2.200;-3.902;0.07;0.13;-0.03;0.05;0.01;-5.54;14.71;-0.07
422;1;1.800;-2.600;-3.957;0.06;0.11;-0.05;0.10;0.06;-6.44;12.31;-1.13
423;1;1.800;-3.000;-4.012;0.05;0.06;-0.07;0.11;0.10;-8.34;8.84;-1.45
424;1;1.800;-3.400;-4.068;0.05;0.00;-0.09;0.06;0.06;-13.06;4.99;-0.55
425;1;1.800;-3.800;-4.122;0.08;-0.02;-0.08;-0.01;-0.11;-23.90;2.41;0.52
426;1;2.200;-0.200;-3.723;-0.10;-0.01;-0.01;-0.12;-0.10;0.91;11.84;-2.57
427;1;2.200;-0.600;-3.767;-0.07;0.03;-0.01;-0.19;-0.05;-1.47;14.26;0.51
428;1;2.200;-1.000;-3.813;-0.02;0.08;-0.01;-0.20;-0.04;-2.75;15.10;2.26
429;1;2.200;-1.400;-3.858;0.03;0.11;-0.01;-0.16;-0.03;-3.74;15.36;2.86
430;1;2.200;-1.800;-3.902;0.06;0.13;-0.01;-0.08;-0.01;-4.70;15.30;2.46
431;1;2.200;-2.200;-3.948;0.07;0.14;-0.02;0.00;0.02;-5.77;14.76;1.31
432;1;2.200;-2.600;-3.993;0.06;0.12;-0.04;0.06;0.06;-6.86;13.21;-0.29
433;1;2.200;-3.000;-4.037;0.04;0.09;-0.06;0.09;0.10;-8.19;10.14;-1.56
434;1;2.200;-3.400;-4.082;0.05;0.03;-0.09;0.05;0.08;-11.36;5.95;-1.49
435;1;2.200;-3.800;-4.128;0.07;-0.01;-0.09;-0.01;-0.07;-20.00;2.59;-0.16
436;1;2.600;-0.200;-3.818;-0.06;0.01;0.02;0.09;-0.13;-1.61;7.58;-1.51
437;1;2.600;-0.600;-3.852;-0.08;0.04;0.03;-0.10;-0.03;-2.89;9.95;0.92
438;1;2.600;-1.000;-3.888;-0.04;0.07;0.02;-0.18;0.01;-3.65;11.41;2.65
439;1;2.600;-1.400;-3.922;0.00;0.10;0.02;-0.17;0.02;-4.33;12.32;3.55
440;1;2.600;-1.800;-3.957;0.04;0.12;0.01;-0.12;0.04;-5.27;13.02;3.63
441;1;2.600;-2.200;-3.993;0.05;0.14;0.00;-0.06;0.05;-6.43;13.39;2.81
442;1;2.600;-2.600;-4.028;0.04;0.13;-0.02;0.01;0.08;-7.55;12.94;1.12
443;1;2.600;-3.000;-4.063;0.03;0.10;-0.05;0.04;0.11;-8.44;10.86;-0.89
444;1;2.600;-3.400;-4.097;0.03;0.05;-0.08;0.02;0.11;-9.86;6.87;-1.92
445;1;2.600;-3.800;-4.133;0.05;0.00;-0.08;-0.05;-0.02;-15.12;2.80;-0.79
446;1;3.000;-0.200;-3.912;0.00;0.03;0.04;0.32;-0.11;-7.46;4.05;-1.86
447;1;3.000;-0.600;-3.938;-0.06;0.03;0.05;0.02;0.00;-7.77;5.88;0.03
448;1;3.000;-1.000;-3.963;-0.05;0.04;0.05;-0.12;0.05;-7.58;7.32;1.70
449;1;3.000;-1.400;-3.987;-0.02;0.07;0.05;-0.16;0.08;-7.39;8.37;3.00
450;1;3.000;-1.800;-4.012;0.01;0.09;0.04;-0.14;0.09;-7.47;9.29;3.75
451;1;3.000;-2.200;-4.037;0.02;0.11;0.03;-0.09;0.10;-7.82;10.19;3.69
452;1;3.000;-2.600;-4.063;0.02;0.11;0.01;-0.04;0.12;-8.31;10.76;2.66
453;1;3.000;-3.000;-4.088;0.00;0.10;-0.02;0.00;0.14;-8.62;10.18;0.67
454;1;3.000;-3.400;-4.113;-0.01;0.06;-0.05;-0.02;0.14;-8.48;7.34;-1.38
455;1;3.000;-3.800;-4.137;0.01;0.01;-0.07;-0.08;0.01;-9.71;3.04;-1.19
456;1;3.400;-0.200;-4.008;0.07;0.02;0.03;0.44;-0.02;-18.74;1.85;-2.67
457;1;3.400;-0.600;-4.023;-0.03;0.00;0.06;0.12;0.00;-18.01;2.86;-1.61
458;1;3.400;-1.000;-4.037;-0.04;0.00;0.07;-0.04;0.04;-16.67;3.72;-0.21
459;1;3.400;-1.400;-4.052;-0.02;0.02;0.07;-0.11;0.07;-15.04;4.34;1.19
460;1;3.400;-1.800;-4.068;0.00;0.03;0.07;-0.11;0.10;-13.26;4.94;2.32
461;1;3.400;-2.200;-4.082;0.01;0.05;0.07;-0.08;0.12;-11.45;5.69;3.02
462;1;3.400;-2.600;-4.097;0.00;0.07;0.05;-0.03;0.14;-9.78;6.51;3.11
463;1;3.400;-3.000;-4.113;-0.02;0.07;0.03;0.00;0.15;-8.32;7.04;2.28
464;1;3.400;-3.400;-4.128;-0.05;0.05;-0.01;-0.01;0.14;-6.73;6.25;0.37
465;1;3.400;-3.800;-4.142;-0.03;0.01;-0.04;-0.08;0.03;-4.59;3.13;-0.95
466;1;3.800;-0.200;-4.102;0.12;-0.01;0.02;0.33;-0.05;-35.41;1.32;-2.17
467;1;3.800;-0.600;-4.108;0.02;-0.02;0.05;0.15;-0.11;-34.73;1.50;-1.84
468;1;3.800;-1.000;-4.113;-0.01;-0.02;0.07;0.02;-0.10;-33.01;1.66;-1.16
469;1;3.800;-1.400;-4.117;0.00;-0.02;0.08;-0.04;-0.07;-30.03;1.77;-0.40
470;1;3.800;-1.800;-4.122;0.02;-0.01;0.08;-0.04;-0.03;-25.86;1.86;0.26
471;1;3.800;-2.200;-4.128;0.03;0.00;0.08;-0.01;0.00;-20.75;2.00;0.80
472;1;3.800;-2.600;-4.133;0.02;0.01;0.07;0.03;0.03;-15.04;2.19;1.26
473;1;3.800;-3.000;-4.137;-0.01;0.01;0.06;0.06;0.05;-9.21;2.44;1.55
474;1;3.800;-3.400;-4.142;-0.05;0.01;0.03;0.05;0.05;-4.03;2.63;1.38
475;1;3.800;-3.800;-4.148;-0.05;0.01;0.00;-0.02;-0.03;-0.26;2.19;0.32
476;1;0.050;0.050;-3.175;8.84;-43.74;0.14;29.01;64.82;-41.90;183.18;45.95
477;1;0.050;0.150;-3.200;5.45;-0.14;3.40;10.44;-24.08;30.93;110.92;8.81
478;1;0.050;0.250;-3.224;3.63;1.53;2.14;6.75;-25.22;27.60;82.25;7.30
479;1;0.050;0.350;-3.249;2.21;0.86;1.55;6.15;-17.42;16.80;68.27;3.56
480;1;0.050;0.450;-3.274;1.36;0.20;1.08;6.16;-11.12;8.79;57.92;0.36
481;1;0.050;0.550;-3.298;0.88;-0.18;0.74;5.79;-7.25;3.53;49.84;-1.70
482;1;0.050;0.650;-3.323;0.59;-0.37;0.51;5.04;-4.98;0.00;43.43;-2.77
483;1;0.050;0.750;-3.348;0.41;-0.44;0.33;4.09;-3.53;-2.39;38.22;-3.12
484;1;0.050;0.850;-3.372;0.29;-0.44;0.20;3.10;-2.50;-3.92;33.80;-3.03
485;1;0.050;0.950;-3.397;0.21;-0.40;0.12;2.18;-1.73;-4.79;29.96;-2.75
486;1;0.050;1.050;-3.422;0.16;-0.35;0.07;1.38;-1.15;-5.16;26.61;-2.38
487;1;0.050;1.150;-3.446;0.12;-0.29;0.04;0.75;-0.75;-5.22;23.74;-1.97
488;1;0.050;1.250;-3.471;0.11;-0.24;0.02;0.35;-0.46;-5.21;21.30;-1.46
489;1;0.050;1.350;-3.496;0.11;-0.20;0.00;0.11;-0.20;-5.25;19.12;-0.92
490;1;0.050;1.450;-3.520;0.11;-0.15;0.00;-0.07;0.07;-5.20;16.95;-0.49
491;1;0.050;1.550;-3.545;0.09;-0.10;0.00;-0.21;0.31;-4.94;14.82;-0.24
492;1;0.050;1.650;-3.570;0.08;-0.07;0.00;-0.22;0.47;-4.71;13.03;0.00
493;1;0.050;1.750;-3.595;0.08;-0.05;0.00;-0.15;0.55;-4.78;11.68;0.37
494;1;0.050;1.850;-3.619;0.10;-0.04;0.00;-0.07;0.56;-5.03;10.55;0.81
495;1;0.050;1.950;-3.644;0.11;-0.04;0.01;0.02;0.50;-5.33;9.55;1.27
496;1;0.150;0.050;-3.200;-0.55;-13.35;-9.14;23.19;49.90;33.92;79.29;55.18
497;1;0.150;0.150;-3.224;3.59;-6.96;0.94;-14.08;15.19;14.96;79.78;33.64
498;1;0.150;0.250;-3.248;2.64;-1.83;1.59;-13.76;-2.27;10.51;68.74;19.45
499;1;0.150;0.350;-3.272;1.93;-0.78;1.09;-8.07;-5.05;5.06;58.18;11.37
500;1;0.150;0.450;-3.296;1.44;-0.64;0.73;-4.04;-3.51;0.49;49.59;6.21
501;1;0.150;0.550;-3.320;1.08;-0.64;0.49;-1.98;-1.84;-2.77;42.63;2.87
502;1;0.150;0.650;-3.344;0.79;-0.64;0.33;-1.16;-0.77;-4.92;37.15;0.83
503;1;0.150;0.750;-3.368;0.56;-0.61;0.22;-0.93;-0.17;-6.17;32.82;-0.27
504;1;0.150;0.850;-3.392;0.39;-0.55;0.14;-0.89;0.14;-6.75;29.25;-0.77
505;1;0.150;0.950;-3.416;0.26;-0.46;0.08;-0.87;0.24;-6.84;26.09;-0.93
506;1;0.150;1.050;-3.440;0.18;-0.37;0.04;-0.79;0.23;-6.61;23.24;-0.96
507;1;0.150;1.150;-3.464;0.13;-0.29;0.01;-0.61;0.20;-6.26;20.79;-0.95
