Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
245;1;1.250;-0.450;-3.540;-0.25;-0.26;-0.10;0.72;-0.58;-9.20;-15.83;-11.92
246;1;1.250;-0.550;-3.557;-0.26;-0.25;-0.11;0.56;-0.68;-9.44;-14.14;-12.35
247;1;1.250;-0.650;-3.574;-0.27;-0.24;-0.12;0.34;-0.65;-9.62;-12.63;-12.50
248;1;1.250;-0.750;-3.591;-0.26;-0.22;-0.12;0.13;-0.62;-9.75;-11.29;-12.43
249;1;1.250;-0.850;-3.609;-0.24;-0.19;-0.12;-0.02;-0.61;-9.84;-10.14;-12.21
250;1;1.250;-0.950;-3.626;-0.21;-0.17;-0.11;-0.11;-0.57;-9.85;-9.19;-11.87
251;1;1.250;-1.050;-3.643;-0.18;-0.14;-0.11;-0.18;-0.52;-9.80;-8.46;-11.47
252;1;1.250;-1.150;-3.660;-0.15;-0.12;-0.10;-0.24;-0.47;-9.69;-7.93;-11.02
253;1;1.250;-1.250;-3.677;-0.11;-0.09;-0.09;-0.29;-0.42;-9.52;-7.57;-10.52
254;1;1.250;-1.350;-3.695;-0.07;-0.07;-0.08;-0.31;-0.37;-9.31;-7.35;-10.01
255;1;1.250;-1.450;-3.712;-0.04;-0.05;-0.08;-0.33;-0.32;-9.08;-7.25;-9.47
256;1;1.250;-1.550;-3.729;-0.01;-0.03;-0.07;-0.34;-0.27;-8.84;-7.24;-8.91
257;1;1.250;-1.650;-3.746;0.03;-0.02;-0.07;-0.34;-0.22;-8.58;-7.29;-8.35
258;1;1.250;-1.750;-3.763;0.05;-0.01;-0.06;-0.34;-0.18;-8.33;-7.38;-7.77
259;1;1.250;-1.850;-3.780;0.08;0.00;-0.06;-0.33;-0.15;-8.09;-7.47;-7.17
260;1;1.250;-1.950;-3.798;0.11;0.01;-0.06;-0.34;-0.13;-7.83;-7.53;-6.55
261;1;1.350;-0.050;-3.496;0.07;0.00;0.04;2.12;0.21;-10.28;-13.33;-2.57
262;1;1.350;-0.150;-3.512;-0.05;-0.09;-0.03;1.59;0.11;-9.26;-16.22;-6.03
263;1;1.350;-0.250;-3.529;-0.12;-0.13;-0.07;1.09;-0.07;-7.85;-15.85;-7.73
264;1;1.350;-0.350;-3.545;-0.17;-0.16;-0.09;0.87;-0.23;-7.59;-14.93;-8.81
265;1;1.350;-0.450;-3.562;-0.21;-0.18;-0.11;0.76;-0.39;-7.73;-13.93;-9.56
266;1;1.350;-0.550;-3.579;-0.24;-0.19;-0.13;0.53;-0.47;-7.90;-12.83;-10.07
267;1;1.350;-0.650;-3.595;-0.25;-0.18;-0.13;0.28;-0.51;-8.07;-11.62;-10.32
268;1;1.350;-0.750;-3.612;-0.24;-0.17;-0.13;0.11;-0.50;-8.22;-10.43;-10.39
269;1;1.350;-0.850;-3.628;-0.22;-0.15;-0.12;0.01;-0.49;-8.35;-9.38;-10.30
270;1;1.350;-0.950;-3.645;-0.20;-0.13;-0.12;-0.08;-0.46;-8.40;-8.52;-10.11
271;1;1.350;-1.050;-3.661;-0.18;-0.11;-0.11;-0.16;-0.43;-8.40;-7.84;-9.83
272;1;1.350;-1.150;-3.678;-0.15;-0.09;-0.10;-0.22;-0.40;-8.33;-7.32;-9.50
273;1;1.350;-1.250;-3.695;-0.12;-0.07;-0.09;-0.26;-0.36;-8.20;-6.94;-9.11
274;1;1.350;-1.350;-3.711;-0.09;-0.05;-0.09;-0.28;-0.31;-8.04;-6.71;-8.68
275;1;1.350;-1.450;-3.728;-0.05;-0.04;-0.08;-0.30;-0.27;-7.86;-6.59;-8.23
276;1;1.350;-1.550;-3.744;-0.02;-0.02;-0.07;-0.31;-0.23;-7.65;-6.56;-7.74
277;1;1.350;-1.650;-3.761;0.01;-0.01;-0.07;-0.32;-0.19;-7.43;-6.60;-7.22
278;1;1.350;-1.750;-3.777;0.03;0.00;-0.06;-0.32;-0.15;-7.20;-6.69;-6.69
279;1;1.350;-1.850;-3.794;0.06;0.01;-0.06;-0.32;-0.11;-6.95;-6.80;-6.13
280;1;1.350;-1.950;-3.810;0.08;0.02;-0.06;-0.33;-0.08;-6.70;-6.90;-5.56
281;1;1.450;-0.050;-3.520;0.07;0.04;-0.01;1.31;0.53;-6.78;-9.07;-2.50
282;1;1.450;-0.150;-3.536;-0.03;-0.04;-0.07;1.04;0.44;-6.74;-12.84;-4.90
283;1;1.450;-0.250;-3.552;-0.08;-0.09;-0.09;0.81;0.00;-6.33;-13.05;-5.90
284;1;1.450;-0.350;-3.568;-0.13;-0.11;-0.11;0.83;-0.24;-6.35;-12.55;-6.75
285;1;1.450;-0.450;-3.584;-0.18;-0.13;-0.13;0.71;-0.22;-6.35;-12.04;-7.50
286;1;1.450;-0.550;-3.600;-0.21;-0.14;-0.14;0.42;-0.25;-6.42;-11.39;-8.04
287;1;1.450;-0.650;-3.616;-0.22;-0.14;-0.14;0.21;-0.36;-6.64;-10.48;-8.35
288;1;1.450;-0.750;-3.632;-0.22;-0.13;-0.13;0.12;-0.42;-6.86;-9.45;-8.50
289;1;1.450;-0.850;-3.648;-0.21;-0.11;-0.13;0.04;-0.40;-6.99;-8.54;-8.53
290;1;1.450;-0.950;-3.664;-0.19;-0.10;-0.12;-0.06;-0.37;-7.06;-7.78;-8.46
291;1;1.450;-1.050;-3.680;-0.17;-0.09;-0.11;-0.14;-0.35;-7.07;-7.16;-8.29
292;1;1.450;-1.150;-3.696;-0.15;-0.07;-0.10;-0.20;-0.33;-7.03;-6.66;-8.05
293;1;1.450;-1.250;-3.712;-0.12;-0.05;-0.09;-0.23;-0.30;-6.95;-6.29;-7.76
294;1;1.450;-1.350;-3.728;-0.09;-0.04;-0.09;-0.26;-0.26;-6.82;-6.05;-7.41
295;1;1.450;-1.450;-3.744;-0.07;-0.02;-0.08;-0.28;-0.22;-6.66;-5.93;-7.02
296;1;1.450;-1.550;-3.760;-0.04;-0.01;-0.07;-0.29;-0.19;-6.48;-5.89;-6.60
297;1;1.450;-1.650;-3.775;-0.01;0.00;-0.07;-0.30;-0.15;-6.28;-5.92;-6.14
298;1;1.450;-1.750;-3.791;0.01;0.01;-0.06;-0.30;-0.12;-6.07;-6.00;-5.66
299;1;1.450;-1.850;-3.807;0.03;0.01;-0.06;-0.30;-0.08;-5.85;-6.11;-5.15
300;1;1.450;-1.950;-3.823;0.05;0.02;-0.06;-0.30;-0.04;-5.63;-6.23;-4.63
301;1;1.550;-0.050;-3.545;0.05;0.05;-0.03;0.73;0.61;-4.05;-5.49;-2.06
302;1;1.550;-0.150;-3.560;-0.02;-0.01;-0.07;0.75;0.65;-4.82;-9.35;-3.71
303;1;1.550;-0.250;-3.576;-0.07;-0.06;-0.11;0.77;0.05;-5.04;-10.40;-4.23
304;1;1.550;-0.350;-3.591;-0.12;-0.08;-0.13;0.75;-0.27;-5.18;-10.51;-4.98
305;1;1.550;-0.450;-3.606;-0.16;-0.09;-0.13;0.53;-0.15;-5.07;-10.29;-5.74
306;1;1.550;-0.550;-3.622;-0.19;-0.10;-0.14;0.28;-0.09;-5.12;-9.88;-6.27
307;1;1.550;-0.650;-3.637;-0.19;-0.11;-0.14;0.18;-0.23;-5.37;-9.23;-6.58
308;1;1.550;-0.750;-3.652;-0.20;-0.10;-0.13;0.13;-0.34;-5.62;-8.43;-6.79
309;1;1.550;-0.850;-3.668;-0.19;-0.09;-0.13;0.05;-0.33;-5.75;-7.66;-6.92
310;1;1.550;-0.950;-3.683;-0.18;-0.08;-0.12;-0.06;-0.30;-5.81;-7.01;-6.94
311;1;1.550;-1.050;-3.698;-0.17;-0.07;-0.11;-0.14;-0.28;-5.83;-6.45;-6.86
312;1;1.550;-1.150;-3.714;-0.14;-0.05;-0.10;-0.17;-0.27;-5.82;-5.98;-6.70
313;1;1.550;-1.250;-3.729;-0.12;-0.04;-0.09;-0.20;-0.24;-5.75;-5.63;-6.49
314;1;1.550;-1.350;-3.744;-0.10;-0.03;-0.09;-0.23;-0.21;-5.65;-5.40;-6.22
315;1;1.550;-1.450;-3.760;-0.08;-0.02;-0.08;-0.26;-0.18;-5.51;-5.28;-5.90
316;1;1.550;-1.550;-3.775;-0.05;-0.01;-0.07;-0.27;-0.15;-5.35;-5.24;-5.53
317;1;1.550;-1.650;-3.790;-0.03;0.00;-0.07;-0.28;-0.12;-5.18;-5.26;-5.13
318;1;1.550;-1.750;-3.805;-0.01;0.01;-0.06;-0.28;-0.09;-4.99;-5.34;-4.70
319;1;1.550;-1.850;-3.821;0.01;0.02;-0.06;-0.28;-0.06;-4.80;-5.44;-4.24
320;1;1.550;-1.950;-3.836;0.03;0.02;-0.05;-0.27;-0.02;-4.61;-5.57;-3.77
321;1;1.650;-0.050;-3.570;0.03;0.04;-0.04;0.39;0.56;-2.44;-2.75;-1.49
322;1;1.650;-0.150;-3.585;-0.02;-0.01;-0.07;0.64;0.59;-3.67;-6.21;-2.57
323;1;1.650;-0.250;-3.599;-0.06;-0.04;-0.12;0.75;0.18;-3.88;-7.92;-2.88
324;1;1.650;-0.350;-3.614;-0.11;-0.05;-0.14;0.59;-0.16;-3.98;-8.68;-3.51
325;1;1.650;-0.450;-3.629;-0.14;-0.07;-0.14;0.33;-0.12;-3.94;-8.69;-4.22
326;1;1.650;-0.550;-3.643;-0.16;-0.08;-0.13;0.20;-0.05;-4.04;-8.40;-4.73
327;1;1.650;-0.650;-3.658;-0.17;-0.08;-0.13;0.17;-0.13;-4.28;-7.97;-5.05
328;1;1.650;-0.750;-3.673;-0.18;-0.08;-0.13;0.13;-0.23;-4.50;-7.41;-5.30
329;1;1.650;-0.850;-3.687;-0.18;-0.07;-0.12;0.04;-0.27;-4.61;-6.81;-5.49
330;1;1.650;-0.950;-3.702;-0.17;-0.06;-0.11;-0.06;-0.25;-4.67;-6.24;-5.58
331;1;1.650;-1.050;-3.717;-0.16;-0.05;-0.11;-0.12;-0.22;-4.69;-5.74;-5.56
332;1;1.650;-1.150;-3.731;-0.14;-0.04;-0.10;-0.15;-0.21;-4.68;-5.32;-5.48
333;1;1.650;-1.250;-3.746;-0.12;-0.03;-0.09;-0.18;-0.20;-4.62;-5.00;-5.33
334;1;1.650;-1.350;-3.761;-0.10;-0.02;-0.08;-0.21;-0.17;-4.53;-4.78;-5.12
335;1;1.650;-1.450;-3.775;-0.08;-0.01;-0.08;-0.23;-0.15;-4.40;-4.66;-4.86
336;1;1.650;-1.550;-3.790;-0.06;0.00;-0.07;-0.25;-0.12;-4.26;-4.62;-4.55
337;1;1.650;-1.650;-3.805;-0.04;0.01;-0.06;-0.25;-0.09;-4.11;-4.65;-4.20
338;1;1.650;-1.750;-3.820;-0.02;0.01;-0.06;-0.26;-0.06;-3.94;-4.73;-3.82
339;1;1.650;-1.850;-3.834;0.00;0.02;-0.06;-0.26;-0.04;-3.77;-4.84;-3.40
340;1;1.650;-1.950;-3.849;0.01;0.02;-0.05;-0.26;-0.03;-3.58;-4.95;-2.95
341;1;1.750;-0.050;-3.595;0.01;0.03;-0.04;0.20;0.47;-1.46;-0.96;-1.05
342;1;1.750;-0.150;-3.609;-0.03;-0.01;-0.07;0.51;0.38;-2.93;-3.97;-1.75
343;1;1.750;-0.250;-3.623;-0.06;-0.02;-0.12;0.56;0.26;-2.90;-5.83;-1.93
344;1;1.750;-0.350;-3.637;-0.09;-0.03;-0.15;0.42;0.06;-2.92;-6.97;-2.38
345;1;1.750;-0.450;-3.651;-0.13;-0.05;-0.14;0.24;-0.04;-2.99;-7.21;-2.96
346;1;1.750;-0.550;-3.665;-0.15;-0.06;-0.13;0.16;-0.06;-3.14;-7.05;-3.43
347;1;1.750;-0.650;-3.679;-0.16;-0.06;-0.13;0.14;-0.09;-3.33;-6.79;-3.76
348;1;1.750;-0.750;-3.693;-0.17;-0.06;-0.13;0.10;-0.15;-3.47;-6.42;-4.03
349;1;1.750;-0.850;-3.707;-0.17;-0.05;-0.12;0.02;-0.19;-3.56;-5.97;-4.25
350;1;1.750;-0.950;-3.721;-0.16;-0.05;-0.11;-0.06;-0.19;-3.61;-5.50;-4.38
351;1;1.750;-1.050;-3.735;-0.15;-0.04;-0.10;-0.11;-0.18;-3.64;-5.06;-4.42
352;1;1.750;-1.150;-3.749;-0.14;-0.03;-0.09;-0.14;-0.17;-3.62;-4.69;-4.39
353;1;1.750;-1.250;-3.763;-0.12;-0.02;-0.09;-0.16;-0.16;-3.56;-4.40;-4.29
354;1;1.750;-1.350;-3.777;-0.11;-0.01;-0.08;-0.19;-0.14;-3.47;-4.21;-4.14
355;1;1.750;-1.450;-3.791;-0.09;-0.01;-0.07;-0.21;-0.11;-3.36;-4.10;-3.93
356;1;1.750;-1.550;-3.805;-0.07;0.00;-0.07;-0.22;-0.09;-3.23;-4.06;-3.67
357;1;1.750;-1.650;-3.820;-0.05;0.01;-0.06;-0.23;-0.06;-3.09;-4.09;-3.37
358;1;1.750;-1.750;-3.834;-0.04;0.01;-0.06;-0.23;-0.04;-2.93;-4.17;-3.03
359;1;1.750;-1.850;-3.848;-0.02;0.01;-0.05;-0.24;-0.02;-2.77;-4.28;-2.65
360;1;1.750;-1.950;-3.862;0.00;0.02;-0.05;-0.24;0.00;-2.59;-4.42;-2.25
361;1;1.850;-0.050;-3.619;-0.01;0.02;-0.05;0.08;0.36;-0.52;0.13;-0.68
362;1;1.850;-0.150;-3.633;-0.04;-0.01;-0.07;0.37;0.25;-2.21;-2.53;-1.17
363;1;1.850;-0.250;-3.646;-0.06;-0.01;-0.11;0.35;0.27;-2.10;-4.23;-1.26
364;1;1.850;-0.350;-3.660;-0.09;-0.02;-0.14;0.25;0.21;-2.07;-5.45;-1.53
365;1;1.850;-0.450;-3.673;-0.12;-0.04;-0.13;0.17;0.05;-2.17;-5.88;-1.95
366;1;1.850;-0.550;-3.686;-0.14;-0.05;-0.12;0.14;-0.05;-2.34;-5.86;-2.35
367;1;1.850;-0.650;-3.700;-0.15;-0.05;-0.12;0.11;-0.08;-2.47;-5.73;-2.68
368;1;1.850;-0.750;-3.713;-0.16;-0.05;-0.12;0.06;-0.10;-2.55;-5.51;-2.96
369;1;1.850;-0.850;-3.727;-0.16;-0.04;-0.11;-0.01;-0.13;-2.61;-5.19;-3.19
370;1;1.850;-0.950;-3.740;-0.15;-0.04;-0.10;-0.06;-0.15;-2.65;-4.81;-3.34
371;1;1.850;-1.050;-3.754;-0.14;-0.03;-0.09;-0.09;-0.15;-2.66;-4.43;-3.42
372;1;1.850;-1.150;-3.767;-0.13;-0.02;-0.09;-0.12;-0.13;-2.63;-4.11;-3.43
373;1;1.850;-1.250;-3.780;-0.12;-0.02;-0.08;-0.15;-0.11;-2.56;-3.87;-3.38
374;1;1.850;-1.350;-3.794;-0.11;-0.01;-0.07;-0.17;-0.11;-2.48;-3.69;-3.26
375;1;1.850;-1.450;-3.807;-0.09;-0.01;-0.07;-0.19;-0.09;-2.37;-3.58;-3.10
376;1;1.850;-1.550;-3.821;-0.08;0.00;-0.06;-0.20;-0.06;-2.25;-3.54;-2.88
377;1;1.850;-1.650;-3.834;-0.06;0.00;-0.06;-0.21;-0.04;-2.11;-3.58;-2.62
378;1;1.850;-1.750;-3.848;-0.05;0.01;-0.05;-0.21;-0.02;-1.97;-3.66;-2.32
379;1;1.850;-1.850;-3.861;-0.03;0.01;-0.05;-0.21;0.00;-1.82;-3.78;-1.99
380;1;1.850;-1.950;-3.875;-0.02;0.01;-0.04;-0.21;0.02;-1.66;-3.92;-1.63
381;1;1.950;-0.050;-3.644;-0.04;0.01;-0.05;-0.03;0.25;0.38;0.86;-0.28
382;1;1.950;-0.150;-3.657;-0.06;-0.01;-0.07;0.30;0.15;-1.52;-1.51;-0.65
383;1;1.950;-0.250;-3.670;-0.08;-0.01;-0.10;0.26;0.34;-1.32;-3.11;-0.77
384;1;1.950;-0.350;-3.682;-0.10;-0.02;-0.13;0.10;0.33;-1.23;-4.31;-0.98
385;1;1.950;-0.450;-3.695;-0.11;-0.04;-0.12;0.05;0.08;-1.39;-4.78;-1.20
386;1;1.950;-0.550;-3.708;-0.13;-0.05;-0.11;0.11;-0.09;-1.60;-4.82;-1.47
387;1;1.950;-0.650;-3.721;-0.14;-0.04;-0.11;0.11;-0.06;-1.68;-4.80;-1.80
388;1;1.950;-0.750;-3.734;-0.15;-0.04;-0.11;0.03;-0.03;-1.68;-4.72;-2.10
389;1;1.950;-0.850;-3.746;-0.15;-0.04;-0.10;-0.06;-0.07;-1.69;-4.52;-2.34
390;1;1.950;-0.950;-3.759;-0.14;-0.03;-0.09;-0.07;-0.13;-1.74;-4.19;-2.48
391;1;1.950;-1.050;-3.772;-0.14;-0.03;-0.09;-0.07;-0.13;-1.75;-3.86;-2.56
392;1;1.950;-1.150;-3.785;-0.13;-0.02;-0.08;-0.08;-0.10;-1.71;-3.57;-2.61
393;1;1.950;-1.250;-3.798;-0.12;-0.01;-0.07;-0.15;-0.07;-1.60;-3.40;-2.61
394;1;1.950;-1.350;-3.810;-0.11;-0.01;-0.07;-0.16;-0.08;-1.52;-3.24;-2.52
395;1;1.950;-1.450;-3.823;-0.09;-0.01;-0.06;-0.17;-0.08;-1.44;-3.13;-2.38
396;1;1.950;-1.550;-3.836;-0.08;0.00;-0.05;-0.16;-0.05;-1.34;-3.08;-2.20
397;1;1.950;-1.650;-3.849;-0.07;0.00;-0.05;-0.19;-0.01;-1.18;-3.15;-1.98
398;1;1.950;-1.750;-3.862;-0.06;0.00;-0.05;-0.19;-0.01;-1.05;-3.22;-1.72
399;1;1.950;-1.850;-3.875;-0.04;0.01;-0.04;-0.19;0.01;-0.92;-3.33;-1.42
400;1;1.950;-1.950;-3.887;-0.03;0.01;-0.04;-0.18;0.03;-0.79;-3.46;-1.10
401;1;0.200;-2.200;-3.723;0.37;-0.11;0.07;0.26;-0.12;-13.47;-2.63;-11.32
402;1;0.200;-2.600;-3.818;0.35;-0.07;0.07;0.41;-0.16;-12.26;-2.03;-11.21
403;1;0.200;-3.000;-3.912;0.32;-0.06;0.07;0.50;-0.08;-10.37;-1.19;-11.58
404;1;0.200;-3.400;-4.008;0.28;-0.06;0.07;0.54;-0.04;-5.88;-0.28;-11.14
405;1;0.200;-3.800;-4.102;0.25;-0.04;0.10;0.51;-0.08;3.06;0.56;-6.61
406;1;0.600;-2.200;-3.767;0.33;-0.02;0.01;-0.16;-0.21;-12.90;-8.69;-10.79
407;1;0.600;-2.600;-3.852;0.37;0.00;0.01;-0.05;-0.09;-11.38;-7.35;-9.29
408;1;0.600;-3.000;-3.938;0.38;0.00;0.02;0.01;-0.02;-8.64;-4.89;-8.27
409;1;0.600;-3.400;-4.023;0.37;-0.01;0.04;0.06;0.01;-2.57;-1.98;-7.12
410;1;0.600;-3.800;-4.108;0.37;-0.02;0.08;0.09;-0.03;10.59;0.50;-3.75
411;1;1.000;-2.200;-3.813;0.22;0.02;-0.04;-0.29;-0.10;-9.91;-8.73;-7.54
412;1;1.000;-2.600;-3.888;0.28;0.03;-0.03;-0.26;0.01;-8.39;-7.67;-5.38
413;1;1.000;-3.000;-3.963;0.31;0.01;-0.01;-0.22;0.05;-5.53;-5.31;-3.83
414;1;1.000;-3.400;-4.037;0.33;-0.01;0.01;-0.18;0.04;0.77;-2.20;-2.78
415;1;1.000;-3.800;-4.113;0.35;-0.01;0.05;-0.15;-0.04;14.22;0.50;-1.28
416;1;1.400;-2.200;-3.858;0.10;0.04;-0.05;-0.29;0.01;-5.88;-6.47;-3.78
417;1;1.400;-2.600;-3.922;0.16;0.02;-0.04;-0.28;0.08;-4.61;-6.04;-1.74
418;1;1.400;-3.000;-3.987;0.20;0.00;-0.03;-0.27;0.09;-2.16;-4.41;-0.25
419;1;1.400;-3.400;-4.052;0.23;-0.02;0.00;-0.27;0.03;3.30;-1.84;0.44
420;1;1.400;-3.800;-4.117;0.26;-0.02;0.03;-0.24;-0.06;14.35;0.56;0.36
421;1;1.800;-2.200;-3.902;0.01;0.02;-0.04;-0.21;0.07;-1.99;-4.19;-0.96
422;1;1.800;-2.600;-3.957;0.06;0.00;-0.04;-0.22;0.11;-1.04;-4.28;0.65
423;1;1.800;-3.000;-4.012;0.09;-0.02;-0.03;-0.24;0.09;0.85;-3.35;1.85
424;1;1.800;-3.400;-4.068;0.12;-0.03;-0.01;-0.25;0.01;4.78;-1.39;2.17
425;1;1.800;-3.800;-4.122;0.15;-0.02;0.01;-0.23;-0.08;12.24;0.63;1.19
426;1;2.200;-0.200;-3.723;-0.10;-0.01;-0.07;-0.04;0.17;-0.01;-0.77;0.20
427;1;2.200;-0.600;-3.767;-0.12;-0.03;-0.08;0.04;0.03;-0.13;-2.81;-0.16
428;1;2.200;-1.000;-3.813;-0.13;-0.02;-0.07;-0.03;-0.02;0.02;-2.56;-0.92
429;1;2.200;-1.400;-3.858;-0.11;-0.01;-0.04;-0.10;-0.01;0.32;-2.00;-1.03
430;1;2.200;-1.800;-3.902;-0.07;0.00;-0.03;-0.11;0.04;0.72;-2.08;-0.46
431;1;2.200;-2.200;-3.948;-0.04;-0.01;-0.03;-0.12;0.08;1.21;-2.64;0.54
432;1;2.200;-2.600;-3.993;-0.02;-0.03;-0.03;-0.14;0.10;1.92;-3.00;1.67
433;1;2.200;-3.000;-4.037;0.01;-0.04;-0.02;-0.16;0.06;3.11;-2.51;2.54
434;1;2.200;-3.400;-4.082;0.04;-0.04;-0.01;-0.17;-0.02;5.29;-1.04;2.66
435;1;2.200;-3.800;-4.128;0.06;-0.02;0.00;-0.17;-0.09;9.13;0.68;1.43
436;1;2.600;-0.200;-3.818;-0.14;-0.04;-0.05;-0.13;0.09;1.88;-0.07;0.87
437;1;2.600;-0.600;-3.852;-0.12;-0.03;-0.05;-0.04;0.03;2.23;-1.18;0.70
438;1;2.600;-1.000;-3.888;-0.11;-0.03;-0.04;-0.03;0.01;2.67;-1.31;0.21
439;1;2.600;-1.400;-3.922;-0.10;-0.02;-0.02;-0.04;0.01;3.00;-1.09;0.06
440;1;2.600;-1.800;-3.957;-0.08;-0.03;-0.02;-0.04;0.04;3.30;-1.21;0.35
441;1;2.600;-2.200;-3.993;-0.07;-0.03;-0.01;-0.05;0.06;3.62;-1.70;0.93
442;1;2.600;-2.600;-4.028;-0.05;-0.04;-0.02;-0.06;0.05;4.00;-2.11;1.63
443;1;2.600;-3.000;-4.063;-0.04;-0.05;-0.02;-0.08;0.02;4.47;-1.88;2.20
444;1;2.600;-3.400;-4.097;-0.01;-0.04;-0.01;-0.10;-0.04;5.10;-0.77;2.30
445;1;2.600;-3.800;-4.133;0.01;-0.01;0.00;-0.09;-0.09;5.97;0.71;1.31
446;1;3.000;-0.200;-3.912;-0.16;-0.05;-0.03;-0.17;0.01;4.16;-0.04;0.90
447;1;3.000;-0.600;-3.938;-0.12;-0.04;-0.03;-0.07;0.00;4.63;-0.44;0.70
448;1;3.000;-1.000;-3.963;-0.10;-0.03;-0.02;-0.03;-0.01;4.96;-0.59;0.39
449;1;3.000;-1.400;-3.987;-0.09;-0.03;-0.01;-0.01;-0.01;5.12;-0.53;0.26
450;1;3.000;-1.800;-4.012;-0.08;-0.03;-0.01;0.00;0.00;5.18;-0.64;0.37
451;1;3.000;-2.200;-4.037;-0.08;-0.04;-0.01;0.00;0.01;5.17;-1.01;0.64
452;1;3.000;-2.600;-4.063;-0.07;-0.05;-0.01;-0.01;0.00;5.11;-1.36;0.96
453;1;3.000;-3.000;-4.088;-0.05;-0.05;-0.01;-0.02;-0.03;4.93;-1.25;1.29
454;1;3.000;-3.400;-4.113;-0.03;-0.04;-0.01;-0.04;-0.06;4.42;-0.45;1.48
455;1;3.000;-3.800;-4.137;-0.02;-0.01;-0.01;-0.03;-0.07;3.33;0.74;1.00
456;1;3.400;-0.200;-4.008;-0.15;-0.04;-0.01;-0.15;-0.07;7.06;0.14;0.60
457;1;3.400;-0.600;-4.023;-0.11;-0.03;-0.01;-0.07;-0.04;7.18;-0.02;0.37
458;1;3.400;-1.000;-4.037;-0.09;-0.03;-0.01;-0.02;-0.04;7.10;-0.08;0.17
459;1;3.400;-1.400;-4.052;-0.08;-0.03;0.00;0.00;-0.04;6.84;-0.06;0.07
460;1;3.400;-1.800;-4.068;-0.08;-0.03;0.00;0.01;-0.04;6.42;-0.12;0.08
461;1;3.400;-2.200;-4.082;-0.07;-0.03;-0.01;0.01;-0.04;5.89;-0.33;0.12
462;1;3.400;-2.600;-4.097;-0.07;-0.03;-0.01;0.01;-0.04;5.28;-0.55;0.16
463;1;3.400;-3.000;-4.113;-0.06;-0.03;-0.01;-0.01;-0.06;4.51;-0.52;0.30
464;1;3.400;-3.400;-4.128;-0.04;-0.02;-0.01;-0.02;-0.07;3.38;-0.02;0.57
465;1;3.400;-3.800;-4.142;-0.02;-0.01;-0.01;0.00;-0.06;1.56;0.78;0.62
466;1;3.800;-0.200;-4.102;-0.14;-0.01;0.00;-0.09;-0.09;10.21;0.32;-0.18
467;1;3.800;-0.600;-4.108;-0.10;-0.01;0.00;-0.06;-0.07;9.74;0.29;-0.09
468;1;3.800;-1.000;-4.113;-0.08;-0.01;0.00;-0.03;-0.06;9.06;0.30;-0.11
469;1;3.800;-1.400;-4.117;-0.07;-0.01;0.00;-0.01;-0.05;8.15;0.31;-0.13
470;1;3.800;-1.800;-4.122;-0.07;-0.01;0.00;0.00;-0.05;7.11;0.30;-0.12
471;1;3.800;-2.200;-4.128;-0.07;-0.01;0.00;0.01;-0.05;5.95;0.27;-0.14
472;1;3.800;-2.600;-4.133;-0.06;-0.01;0.00;0.00;-0.05;4.68;0.22;-0.22
473;1;3.800;-3.000;-4.137;-0.05;0.00;0.00;-0.02;-0.04;3.34;0.20;-0.24
474;1;3.800;-3.400;-4.142;-0.03;0.00;-0.01;-0.03;-0.04;2.07;0.33;-0.03
475;1;3.800;-3.800;-4.148;-0.01;0.00;0.00;-0.01;-0.03;0.87;0.62;0.32
476;1;0.050;0.050;-3.175;-1.16;-134.87;-3.79;60.72;288.07;-241.49;137.07;66.69
477;1;0.050;0.150;-3.200;0.00;-13.33;6.04;-41.02;10.04;-56.11;48.68;42.43
478;1;0.050;0.250;-3.224;-0.46;-3.68;1.70;-25.71;-35.26;-41.72;48.59;39.64
479;1;0.050;0.350;-3.249;-0.31;-2.38;1.47;-11.88;-30.87;-47.54;47.70;34.86
480;1;0.050;0.450;-3.274;0.10;-2.19;1.30;-2.35;-21.61;-50.22;42.75;30.42
481;1;0.050;0.550;-3.298;0.37;-2.02;1.07;2.61;-15.03;-49.67;36.64;26.95
482;1;0.050;0.650;-3.323;0.53;-1.82;0.83;4.50;-10.87;-47.53;30.92;24.33
483;1;0.050;0.750;-3.348;0.60;-1.60;0.60;4.59;-8.05;-44.66;26.04;22.35
484;1;0.050;0.850;-3.372;0.61;-1.37;0.39;3.75;-5.92;-41.33;21.90;20.76
485;1;0.050;0.950;-3.397;0.58;-1.13;0.23;2.58;-4.23;-37.68;18.33;19.35
486;1;0.050;1.050;-3.422;0.52;-0.92;0.11;1.38;-2.98;-33.81;15.31;18.00
487;1;0.050;1.150;-3.446;0.46;-0.73;0.03;0.40;-2.16;-29.96;12.92;16.66
488;1;0.050;1.250;-3.471;0.43;-0.60;-0.03;-0.17;-1.61;-26.48;11.34;15.42
489;1;0.050;1.350;-3.496;0.43;-0.50;-0.07;-0.45;-1.08;-23.48;10.40;14.38
490;1;0.050;1.450;-3.520;0.40;-0.39;-0.08;-0.65;-0.42;-20.64;9.45;13.41
491;1;0.050;1.550;-3.545;0.32;-0.28;-0.08;-0.78;0.24;-17.84;8.13;12.41
492;1;0.050;1.650;-3.570;0.26;-0.20;-0.07;-0.60;0.76;-15.65;6.95;11.58
