Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
1844;1;-1.400;3.400;-4.052;-0.14;-0.20;0.17;0.35;0.22;40.14;-6.78;0.65
1845;1;-1.400;3.800;-4.117;-0.20;-0.03;0.18;0.17;0.07;76.78;-2.16;-2.42
1846;1;-1.800;2.200;-3.902;-0.34;-0.46;0.02;0.30;-0.32;10.28;-27.66;0.91
1847;1;-1.800;2.600;-3.957;-0.30;-0.49;0.06;0.43;-0.13;13.56;-23.92;4.61
1848;1;-1.800;3.000;-4.012;-0.25;-0.43;0.12;0.48;0.13;20.61;-16.63;5.62
1849;1;-1.800;3.400;-4.068;-0.23;-0.26;0.19;0.39;0.33;36.26;-7.52;2.80
1850;1;-1.800;3.800;-4.122;-0.26;-0.05;0.20;0.17;0.21;67.72;-1.07;-1.18
1851;1;-2.200;0.200;-3.723;0.21;0.03;0.10;-0.68;-0.56;-7.27;-30.98;4.78
1852;1;-2.200;0.600;-3.767;-0.01;-0.14;0.05;-0.58;-0.49;-1.67;-28.32;-3.41
1853;1;-2.200;1.000;-3.813;-0.18;-0.29;0.03;-0.43;-0.44;3.05;-26.64;-7.87
1854;1;-2.200;1.400;-3.858;-0.31;-0.41;0.02;-0.25;-0.40;7.13;-26.58;-8.43
1855;1;-2.200;1.800;-3.902;-0.39;-0.50;0.02;-0.06;-0.35;10.78;-27.56;-6.03
1856;1;-2.200;2.200;-3.948;-0.41;-0.56;0.03;0.13;-0.24;14.17;-27.89;-1.72
1857;1;-2.200;2.600;-3.993;-0.39;-0.57;0.06;0.30;-0.05;17.64;-25.35;3.03
1858;1;-2.200;3.000;-4.037;-0.34;-0.49;0.12;0.39;0.21;22.49;-18.37;6.06
1859;1;-2.200;3.400;-4.082;-0.30;-0.31;0.18;0.34;0.44;32.65;-8.00;5.04
1860;1;-2.200;3.800;-4.128;-0.30;-0.07;0.19;0.12;0.36;56.36;0.48;0.39
1861;1;-2.600;0.200;-3.818;0.15;-0.13;0.04;-0.33;-0.80;-4.62;-23.92;1.70
1862;1;-2.600;0.600;-3.852;0.02;-0.28;-0.01;-0.45;-0.48;1.43;-20.86;-5.66
1863;1;-2.600;1.000;-3.888;-0.14;-0.40;-0.01;-0.45;-0.32;6.73;-20.74;-9.62
1864;1;-2.600;1.400;-3.922;-0.27;-0.50;0.00;-0.37;-0.22;11.18;-21.97;-10.39
1865;1;-2.600;1.800;-3.957;-0.38;-0.57;0.00;-0.24;-0.15;15.21;-24.02;-8.67
1866;1;-2.600;2.200;-3.993;-0.43;-0.61;0.01;-0.07;-0.06;19.01;-25.72;-4.98
1867;1;-2.600;2.600;-4.028;-0.42;-0.61;0.04;0.10;0.10;22.42;-24.98;0.10
1868;1;-2.600;3.000;-4.063;-0.37;-0.52;0.09;0.24;0.32;25.29;-19.43;5.01
1869;1;-2.600;3.400;-4.097;-0.32;-0.33;0.15;0.22;0.52;29.51;-8.63;6.56
1870;1;-2.600;3.800;-4.133;-0.30;-0.08;0.16;0.03;0.45;42.94;1.97;2.02
1871;1;-3.000;0.200;-3.912;-0.01;-0.33;-0.01;0.31;-0.71;10.68;-16.46;0.96
1872;1;-3.000;0.600;-3.938;0.00;-0.39;-0.06;-0.18;-0.25;16.12;-12.82;-5.54
1873;1;-3.000;1.000;-3.963;-0.10;-0.44;-0.06;-0.38;-0.03;19.61;-13.28;-8.78
1874;1;-3.000;1.400;-3.987;-0.23;-0.50;-0.06;-0.42;0.09;21.77;-14.89;-9.90
1875;1;-3.000;1.800;-4.012;-0.33;-0.54;-0.05;-0.36;0.17;23.49;-17.24;-9.49
1876;1;-3.000;2.200;-4.037;-0.39;-0.57;-0.04;-0.24;0.24;25.28;-19.82;-7.60
1877;1;-3.000;2.600;-4.063;-0.39;-0.56;-0.01;-0.08;0.34;27.03;-21.15;-3.95
1878;1;-3.000;3.000;-4.088;-0.34;-0.49;0.04;0.06;0.48;27.82;-18.68;1.39
1879;1;-3.000;3.400;-4.113;-0.28;-0.32;0.11;0.07;0.59;26.72;-9.73;5.91
1880;1;-3.000;3.800;-4.137;-0.26;-0.08;0.11;-0.08;0.46;28.54;2.43;3.29
1881;1;-3.400;0.200;-4.008;-0.20;-0.41;-0.03;0.86;-0.02;48.10;-8.02;1.94
1882;1;-3.400;0.600;-4.023;-0.05;-0.35;-0.09;0.07;0.19;48.81;-5.34;-2.77
1883;1;-3.400;1.000;-4.037;-0.09;-0.34;-0.11;-0.25;0.33;46.70;-5.73;-4.92
1884;1;-3.400;1.400;-4.052;-0.19;-0.35;-0.12;-0.36;0.44;43.06;-6.76;-6.20
1885;1;-3.400;1.800;-4.068;-0.28;-0.37;-0.11;-0.35;0.50;38.81;-8.30;-7.05
1886;1;-3.400;2.200;-4.082;-0.34;-0.39;-0.10;-0.27;0.56;34.56;-10.35;-7.46
1887;1;-3.400;2.600;-4.097;-0.33;-0.39;-0.08;-0.14;0.60;30.69;-12.48;-6.93
1888;1;-3.400;3.000;-4.113;-0.26;-0.35;-0.04;-0.02;0.64;27.14;-13.41;-4.36
1889;1;-3.400;3.400;-4.128;-0.17;-0.25;0.04;-0.01;0.64;22.46;-10.15;0.87
1890;1;-3.400;3.800;-4.142;-0.16;-0.06;0.08;-0.19;0.39;15.21;0.06;3.21
1891;1;-3.800;0.200;-4.102;-0.29;-0.17;-0.02;0.74;0.67;107.72;-1.28;1.72
1892;1;-3.800;0.600;-4.108;-0.10;-0.13;-0.10;0.19;0.49;100.48;-0.72;0.08
1893;1;-3.800;1.000;-4.113;-0.10;-0.11;-0.13;-0.11;0.49;90.45;-0.79;-0.60
1894;1;-3.800;1.400;-4.117;-0.17;-0.11;-0.13;-0.22;0.51;78.90;-0.95;-1.25
1895;1;-3.800;1.800;-4.122;-0.25;-0.11;-0.13;-0.21;0.54;66.12;-1.20;-2.00
1896;1;-3.800;2.200;-4.128;-0.30;-0.11;-0.12;-0.12;0.57;52.22;-1.59;-2.94
1897;1;-3.800;2.600;-4.133;-0.30;-0.11;-0.11;0.01;0.59;37.46;-2.14;-4.04
1898;1;-3.800;3.000;-4.137;-0.22;-0.11;-0.09;0.13;0.59;22.63;-2.84;-5.00
1899;1;-3.800;3.400;-4.142;-0.09;-0.10;-0.04;0.15;0.55;9.69;-3.63;-5.01
1900;1;-3.800;3.800;-4.148;-0.01;-0.05;0.03;-0.15;0.33;2.37;-4.73;-3.05
1901;1;8.050;-0.050;-3.175;-22.60;-43.96;0.00;0.05;-178.16;-189.78;-231.12;0.57
1902;1;8.050;-0.150;-3.200;-13.27;-14.94;-2.18;-71.11;-84.02;-139.96;-200.77;-53.01
1903;1;8.050;-0.250;-3.224;-8.92;-8.25;-0.61;-44.38;-30.63;-121.60;-145.24;-49.54
1904;1;8.050;-0.350;-3.249;-5.87;-5.35;-0.80;-29.14;-13.81;-107.85;-119.83;-49.29
1905;1;8.050;-0.450;-3.274;-3.57;-3.52;-1.14;-19.89;-7.79;-95.29;-105.07;-49.49
1906;1;8.050;-0.550;-3.298;-2.14;-2.36;-1.24;-14.37;-5.06;-84.28;-95.28;-48.87
1907;1;8.050;-0.650;-3.323;-1.22;-1.59;-1.19;-10.84;-3.67;-74.60;-87.99;-47.56
1908;1;8.050;-0.750;-3.348;-0.63;-1.07;-1.06;-8.44;-2.85;-65.96;-82.05;-45.62
1909;1;8.050;-0.850;-3.372;-0.26;-0.70;-0.89;-6.69;-2.30;-58.13;-76.80;-43.15
1910;1;8.050;-0.950;-3.397;-0.02;-0.43;-0.71;-5.34;-1.86;-50.93;-71.87;-40.31
1911;1;8.050;-1.050;-3.422;0.11;-0.24;-0.54;-4.24;-1.47;-44.28;-67.06;-37.22
1912;1;8.050;-1.150;-3.446;0.20;-0.10;-0.41;-3.34;-1.11;-38.15;-62.24;-33.97
1913;1;8.050;-1.250;-3.471;0.25;0.00;-0.31;-2.63;-0.84;-32.50;-57.30;-30.72
1914;1;8.050;-1.350;-3.496;0.25;0.05;-0.23;-1.95;-0.67;-27.48;-52.34;-27.72
1915;1;8.050;-1.450;-3.520;0.26;0.08;-0.18;-1.33;-0.45;-23.35;-47.76;-25.11
1916;1;8.050;-1.550;-3.545;0.28;0.10;-0.16;-1.11;-0.16;-20.22;-43.88;-22.67
1917;1;8.050;-1.650;-3.570;0.28;0.11;-0.14;-0.94;-0.10;-17.77;-40.67;-20.40
1918;1;8.050;-1.750;-3.595;0.29;0.11;-0.13;-0.78;-0.03;-15.86;-37.84;-18.27
1919;1;8.050;-1.850;-3.619;0.31;0.11;-0.13;-0.69;0.07;-14.54;-35.38;-16.31
1920;1;8.050;-1.950;-3.644;0.33;0.11;-0.13;-0.66;0.18;-13.67;-33.32;-14.53
1921;1;8.150;-0.050;-3.200;-13.28;-14.94;2.18;71.10;-83.93;-139.54;-200.15;53.38
1922;1;8.150;-0.150;-3.224;-12.06;-11.29;0.00;-0.02;-63.90;-108.06;-176.53;0.12
1923;1;8.150;-0.250;-3.248;-9.39;-6.76;-0.24;-18.39;-34.69;-95.32;-143.69;-24.15
1924;1;8.150;-0.350;-3.272;-6.17;-4.14;-0.39;-17.62;-18.22;-84.54;-117.15;-31.82
1925;1;8.150;-0.450;-3.296;-3.91;-2.70;-0.60;-14.02;-10.45;-74.51;-100.26;-34.44
1926;1;8.150;-0.550;-3.320;-2.42;-1.76;-0.72;-10.96;-6.58;-65.41;-89.14;-35.16
1927;1;8.150;-0.650;-3.344;-1.46;-1.14;-0.74;-8.60;-4.46;-57.19;-81.22;-34.68
1928;1;8.150;-0.750;-3.368;-0.84;-0.72;-0.68;-6.76;-3.19;-49.81;-75.15;-33.43
1929;1;8.150;-0.850;-3.392;-0.44;-0.44;-0.59;-5.31;-2.35;-43.20;-70.16;-31.68
1930;1;8.150;-0.950;-3.416;-0.20;-0.24;-0.48;-4.13;-1.76;-37.30;-65.81;-29.66
1931;1;8.150;-1.050;-3.440;-0.05;-0.11;-0.38;-3.17;-1.31;-32.05;-61.85;-27.55
1932;1;8.150;-1.150;-3.464;0.04;-0.02;-0.30;-2.42;-0.91;-27.46;-58.24;-25.49
1933;1;8.150;-1.250;-3.488;0.10;0.05;-0.24;-1.94;-0.58;-23.48;-54.81;-23.54
1934;1;8.150;-1.350;-3.512;0.13;0.08;-0.19;-1.34;-0.44;-20.23;-51.33;-21.80
1935;1;8.150;-1.450;-3.536;0.16;0.10;-0.17;-1.03;-0.33;-17.58;-47.75;-20.01
1936;1;8.150;-1.550;-3.560;0.18;0.11;-0.15;-1.00;-0.16;-15.34;-44.14;-18.36
1937;1;8.150;-1.650;-3.585;0.20;0.10;-0.13;-0.80;0.02;-13.75;-40.93;-16.69
1938;1;8.150;-1.750;-3.609;0.22;0.10;-0.12;-0.70;0.17;-12.69;-38.32;-15.12
1939;1;8.150;-1.850;-3.633;0.25;0.10;-0.12;-0.68;0.24;-12.02;-36.08;-13.64
1940;1;8.150;-1.950;-3.657;0.27;0.09;-0.12;-0.67;0.31;-11.58;-34.04;-12.23
1941;1;8.250;-0.050;-3.224;-8.92;-8.25;0.61;44.37;-30.59;-121.50;-144.45;49.83
1942;1;8.250;-0.150;-3.248;-9.39;-6.76;0.24;18.37;-34.69;-95.31;-143.61;24.28
1943;1;8.250;-0.250;-3.271;-7.52;-4.47;0.00;-0.01;-24.53;-77.83;-125.56;0.06
1944;1;8.250;-0.350;-3.295;-5.42;-2.89;-0.15;-6.29;-15.22;-66.27;-107.38;-13.39
1945;1;8.250;-0.450;-3.318;-3.66;-1.84;-0.30;-7.24;-9.37;-57.34;-93.13;-19.86
1946;1;8.250;-0.550;-3.341;-2.37;-1.16;-0.41;-6.55;-5.95;-49.54;-82.71;-22.73
1947;1;8.250;-0.650;-3.365;-1.49;-0.71;-0.44;-5.48;-3.93;-42.69;-75.10;-23.66
1948;1;8.250;-0.750;-3.388;-0.91;-0.41;-0.43;-4.42;-2.69;-36.69;-69.35;-23.51
1949;1;8.250;-0.850;-3.412;-0.53;-0.22;-0.38;-3.48;-1.90;-31.50;-64.79;-22.75
1950;1;8.250;-0.950;-3.435;-0.29;-0.09;-0.32;-2.70;-1.36;-27.04;-60.98;-21.67
1951;1;8.250;-1.050;-3.459;-0.15;-0.01;-0.27;-2.06;-0.99;-23.24;-57.68;-20.49
1952;1;8.250;-1.150;-3.482;-0.05;0.05;-0.22;-1.66;-0.73;-19.94;-54.67;-19.23
1953;1;8.250;-1.250;-3.505;0.01;0.08;-0.18;-1.29;-0.44;-17.20;-51.76;-18.10
1954;1;8.250;-1.350;-3.529;0.05;0.10;-0.16;-0.96;-0.21;-15.05;-49.12;-16.87
1955;1;8.250;-1.450;-3.552;0.08;0.11;-0.15;-0.84;-0.08;-13.28;-46.51;-15.79
1956;1;8.250;-1.550;-3.576;0.11;0.10;-0.14;-0.76;0.04;-11.90;-43.82;-14.77
1957;1;8.250;-1.650;-3.599;0.13;0.09;-0.12;-0.66;0.10;-11.00;-41.16;-13.65
1958;1;8.250;-1.750;-3.623;0.16;0.09;-0.12;-0.69;0.18;-10.36;-38.63;-12.45
1959;1;8.250;-1.850;-3.646;0.18;0.07;-0.11;-0.70;0.27;-9.98;-36.31;-11.19
1960;1;8.250;-1.950;-3.670;0.20;0.06;-0.10;-0.68;0.34;-9.78;-34.23;-9.94
1961;1;8.350;-0.050;-3.249;-5.87;-5.35;0.80;29.13;-13.79;-107.78;-119.12;49.57
1962;1;8.350;-0.150;-3.272;-6.17;-4.14;0.39;17.60;-18.21;-84.56;-117.06;31.89
1963;1;8.350;-0.250;-3.295;-5.42;-2.89;0.15;6.27;-15.22;-66.29;-107.34;13.47
1964;1;8.350;-0.350;-3.317;-4.20;-1.87;0.00;-0.01;-10.76;-53.78;-95.48;0.04
1965;1;8.350;-0.450;-3.340;-3.00;-1.17;-0.12;-2.53;-7.19;-44.63;-84.77;-8.12
1966;1;8.350;-0.550;-3.363;-2.03;-0.71;-0.21;-3.17;-4.78;-37.43;-76.16;-12.60
1967;1;8.350;-0.650;-3.386;-1.32;-0.40;-0.25;-3.02;-3.22;-31.59;-69.51;-14.83
1968;1;8.350;-0.750;-3.409;-0.84;-0.20;-0.25;-2.60;-2.20;-26.80;-64.35;-15.72
1969;1;8.350;-0.850;-3.431;-0.52;-0.07;-0.24;-2.12;-1.53;-22.87;-60.26;-15.86
1970;1;8.350;-0.950;-3.454;-0.32;0.00;-0.21;-1.68;-1.07;-19.65;-56.95;-15.61
1971;1;8.350;-1.050;-3.477;-0.19;0.05;-0.19;-1.37;-0.79;-16.92;-54.13;-15.08
1972;1;8.350;-1.150;-3.500;-0.10;0.08;-0.16;-1.08;-0.49;-14.68;-51.48;-14.56
1973;1;8.350;-1.250;-3.523;-0.05;0.09;-0.14;-0.84;-0.21;-12.90;-49.19;-13.91
1974;1;8.350;-1.350;-3.545;-0.01;0.10;-0.14;-0.77;-0.03;-11.49;-47.09;-13.22
1975;1;8.350;-1.450;-3.568;0.02;0.10;-0.13;-0.71;0.09;-10.32;-44.99;-12.49
1976;1;8.350;-1.550;-3.591;0.05;0.09;-0.13;-0.66;0.17;-9.43;-42.82;-11.74
1977;1;8.350;-1.650;-3.614;0.07;0.08;-0.12;-0.64;0.22;-8.82;-40.66;-10.88
1978;1;8.350;-1.750;-3.637;0.10;0.06;-0.11;-0.67;0.25;-8.41;-38.50;-9.92
1979;1;8.350;-1.850;-3.660;0.12;0.05;-0.10;-0.69;0.29;-8.19;-36.36;-8.86
1980;1;8.350;-1.950;-3.682;0.14;0.03;-0.10;-0.70;0.34;-8.12;-34.28;-7.72
1981;1;8.450;-0.050;-3.274;-3.57;-3.52;1.14;19.88;-7.78;-95.21;-104.46;49.74
1982;1;8.450;-0.150;-3.296;-3.91;-2.70;0.60;14.00;-10.44;-74.53;-100.18;34.49
1983;1;8.450;-0.250;-3.318;-3.66;-1.84;0.30;7.22;-9.37;-57.35;-93.08;19.92
1984;1;8.450;-0.350;-3.340;-3.00;-1.17;0.12;2.51;-7.19;-44.63;-84.75;8.18
1985;1;8.450;-0.450;-3.362;-2.24;-0.71;0.00;-0.01;-5.15;-35.45;-76.78;0.03
1986;1;8.450;-0.550;-3.385;-1.58;-0.39;-0.08;-1.10;-3.62;-28.68;-69.97;-5.14
1987;1;8.450;-0.650;-3.407;-1.07;-0.19;-0.13;-1.42;-2.53;-23.61;-64.44;-8.17
1988;1;8.450;-0.750;-3.429;-0.71;-0.07;-0.14;-1.38;-1.76;-19.77;-60.00;-9.83
1989;1;8.450;-0.850;-3.451;-0.47;0.01;-0.15;-1.21;-1.22;-16.81;-56.44;-10.65
1990;1;8.450;-0.950;-3.473;-0.31;0.06;-0.14;-1.05;-0.89;-14.41;-53.50;-10.95
1991;1;8.450;-1.050;-3.495;-0.20;0.08;-0.13;-0.86;-0.53;-12.55;-50.86;-11.02
1992;1;8.450;-1.150;-3.518;-0.14;0.09;-0.12;-0.68;-0.22;-11.05;-48.71;-10.86
1993;1;8.450;-1.250;-3.540;-0.10;0.09;-0.12;-0.64;-0.03;-9.84;-46.77;-10.60
1994;1;8.450;-1.350;-3.562;-0.06;0.09;-0.12;-0.63;0.11;-8.82;-44.94;-10.19
1995;1;8.450;-1.450;-3.584;-0.04;0.08;-0.12;-0.63;0.21;-8.00;-43.20;-9.66
1996;1;8.450;-1.550;-3.606;-0.01;0.07;-0.12;-0.61;0.25;-7.37;-41.42;-9.04
1997;1;8.450;-1.650;-3.629;0.01;0.05;-0.11;-0.62;0.28;-6.90;-39.58;-8.31
1998;1;8.450;-1.750;-3.651;0.04;0.03;-0.11;-0.65;0.30;-6.62;-37.71;-7.47
1999;1;8.450;-1.850;-3.673;0.06;0.02;-0.10;-0.67;0.33;-6.50;-35.81;-6.52
2000;1;8.450;-1.950;-3.695;0.08;-0.01;-0.09;-0.68;0.38;-6.50;-33.92;-5.51
2001;1;8.550;-0.050;-3.298;-2.14;-2.36;1.24;14.36;-5.05;-84.18;-94.76;49.10
2002;1;8.550;-0.150;-3.320;-2.43;-1.77;0.72;10.94;-6.58;-65.43;-89.08;35.19
2003;1;8.550;-0.250;-3.341;-2.37;-1.16;0.41;6.53;-5.95;-49.56;-82.67;22.77
2004;1;8.550;-0.350;-3.363;-2.03;-0.71;0.21;3.15;-4.78;-37.44;-76.14;12.65
2005;1;8.550;-0.450;-3.385;-1.58;-0.39;0.08;1.09;-3.62;-28.68;-69.96;5.19
2006;1;8.550;-0.550;-3.406;-1.15;-0.19;0.00;0.00;-2.66;-22.40;-64.45;0.02
2007;1;8.550;-0.650;-3.428;-0.81;-0.06;-0.05;-0.48;-1.92;-17.99;-59.85;-3.30
2008;1;8.550;-0.750;-3.449;-0.57;0.01;-0.07;-0.64;-1.35;-14.86;-56.08;-5.38
2009;1;8.550;-0.850;-3.471;-0.40;0.06;-0.08;-0.67;-0.98;-12.53;-52.99;-6.62
2010;1;8.550;-0.950;-3.492;-0.27;0.08;-0.09;-0.61;-0.58;-10.86;-50.24;-7.41
2011;1;8.550;-1.050;-3.514;-0.21;0.08;-0.09;-0.52;-0.23;-9.54;-48.09;-7.80
2012;1;8.550;-1.150;-3.535;-0.17;0.08;-0.09;-0.51;-0.02;-8.47;-46.24;-7.97
2013;1;8.550;-1.250;-3.557;-0.14;0.08;-0.10;-0.51;0.12;-7.52;-44.54;-7.93
2014;1;8.550;-1.350;-3.579;-0.11;0.07;-0.10;-0.53;0.21;-6.71;-42.96;-7.69
2015;1;8.550;-1.450;-3.600;-0.09;0.06;-0.10;-0.56;0.27;-6.06;-41.43;-7.27
2016;1;8.550;-1.550;-3.622;-0.06;0.04;-0.10;-0.58;0.30;-5.55;-39.91;-6.71
2017;1;8.550;-1.650;-3.643;-0.04;0.02;-0.10;-0.60;0.32;-5.18;-38.33;-6.05
2018;1;8.550;-1.750;-3.665;-0.02;0.00;-0.10;-0.63;0.34;-4.99;-36.70;-5.27
2019;1;8.550;-1.850;-3.686;0.01;-0.02;-0.09;-0.64;0.38;-4.94;-35.04;-4.41
2020;1;8.550;-1.950;-3.708;0.03;-0.04;-0.08;-0.64;0.41;-5.01;-33.37;-3.47
2021;1;8.650;-0.050;-3.323;-1.22;-1.59;1.19;10.84;-3.66;-74.49;-87.55;47.77
2022;1;8.650;-0.150;-3.344;-1.46;-1.14;0.74;8.58;-4.46;-57.21;-81.18;34.70
2023;1;8.650;-0.250;-3.365;-1.49;-0.71;0.44;5.46;-3.93;-42.70;-75.06;23.69
2024;1;8.650;-0.350;-3.386;-1.32;-0.40;0.25;3.01;-3.22;-31.60;-69.49;14.86
2025;1;8.650;-0.450;-3.407;-1.07;-0.19;0.13;1.41;-2.53;-23.62;-64.43;8.21
2026;1;8.650;-0.550;-3.428;-0.81;-0.06;0.05;0.48;-1.92;-17.99;-59.85;3.33
2027;1;8.650;-0.650;-3.449;-0.60;0.01;0.00;0.00;-1.42;-14.19;-56.02;0.02
2028;1;8.650;-0.750;-3.470;-0.45;0.06;-0.03;-0.23;-1.05;-11.56;-52.78;-2.21
2029;1;8.650;-0.850;-3.490;-0.33;0.08;-0.04;-0.32;-0.64;-9.80;-49.88;-3.73
2030;1;8.650;-0.950;-3.511;-0.26;0.08;-0.05;-0.33;-0.26;-8.47;-47.63;-4.71
2031;1;8.650;-1.050;-3.532;-0.22;0.08;-0.06;-0.35;-0.03;-7.42;-45.69;-5.34
2032;1;8.650;-1.150;-3.553;-0.19;0.07;-0.07;-0.38;0.12;-6.49;-44.01;-5.65
2033;1;8.650;-1.250;-3.574;-0.17;0.06;-0.08;-0.41;0.22;-5.65;-42.48;-5.74
2034;1;8.650;-1.350;-3.595;-0.15;0.05;-0.09;-0.46;0.28;-4.93;-41.09;-5.60
2035;1;8.650;-1.450;-3.616;-0.13;0.04;-0.09;-0.51;0.32;-4.36;-39.77;-5.25
2036;1;8.650;-1.550;-3.637;-0.11;0.02;-0.09;-0.54;0.34;-3.94;-38.45;-4.75
2037;1;8.650;-1.650;-3.658;-0.09;-0.01;-0.09;-0.56;0.36;-3.65;-37.10;-4.13
2038;1;8.650;-1.750;-3.679;-0.07;-0.03;-0.09;-0.58;0.38;-3.54;-35.69;-3.41
2039;1;8.650;-1.850;-3.700;-0.05;-0.05;-0.08;-0.60;0.41;-3.54;-34.25;-2.59
2040;1;8.650;-1.950;-3.721;-0.03;-0.08;-0.07;-0.61;0.44;-3.63;-32.77;-1.70
2041;1;8.750;-0.050;-3.348;-0.63;-1.07;1.06;8.44;-2.84;-65.84;-81.67;45.81
2042;1;8.750;-0.150;-3.368;-0.84;-0.72;0.68;6.74;-3.19;-49.83;-75.11;33.44
2043;1;8.750;-0.250;-3.388;-0.91;-0.41;0.43;4.41;-2.69;-36.71;-69.32;23.53
2044;1;8.750;-0.350;-3.409;-0.84;-0.20;0.25;2.59;-2.20;-26.82;-64.33;15.75
2045;1;8.750;-0.450;-3.429;-0.71;-0.07;0.14;1.37;-1.76;-19.78;-59.98;9.86
2046;1;8.750;-0.550;-3.449;-0.57;0.01;0.07;0.63;-1.35;-14.87;-56.07;5.41
2047;1;8.750;-0.650;-3.470;-0.45;0.06;0.03;0.22;-1.05;-11.56;-52.78;2.24
2048;1;8.750;-0.750;-3.490;-0.35;0.08;0.00;0.00;-0.66;-9.46;-49.82;0.01
2049;1;8.750;-0.850;-3.510;-0.29;0.08;-0.02;-0.11;-0.29;-7.92;-47.42;-1.59
2050;1;8.750;-0.950;-3.530;-0.26;0.08;-0.03;-0.18;-0.05;-6.77;-45.37;-2.68
2051;1;8.750;-1.050;-3.551;-0.23;0.07;-0.04;-0.23;0.12;-5.75;-43.58;-3.40
2052;1;8.750;-1.150;-3.571;-0.22;0.06;-0.05;-0.29;0.23;-4.85;-42.04;-3.81
2053;1;8.750;-1.250;-3.591;-0.21;0.04;-0.06;-0.34;0.29;-4.05;-40.66;-3.96
2054;1;8.750;-1.350;-3.612;-0.19;0.03;-0.07;-0.40;0.32;-3.38;-39.40;-3.88
2055;1;8.750;-1.450;-3.632;-0.17;0.01;-0.08;-0.45;0.35;-2.88;-38.23;-3.59
2056;1;8.750;-1.550;-3.652;-0.16;-0.01;-0.08;-0.49;0.38;-2.52;-37.10;-3.13
2057;1;8.750;-1.650;-3.673;-0.14;-0.04;-0.08;-0.51;0.40;-2.30;-35.94;-2.55
2058;1;8.750;-1.750;-3.693;-0.12;-0.06;-0.08;-0.54;0.43;-2.23;-34.75;-1.85
2059;1;8.750;-1.850;-3.713;-0.10;-0.09;-0.07;-0.56;0.44;-2.25;-33.50;-1.06
2060;1;8.750;-1.950;-3.734;-0.08;-0.12;-0.07;-0.59;0.46;-2.33;-32.19;-0.19
2061;1;8.850;-0.050;-3.372;-0.26;-0.70;0.89;6.70;-2.28;-58.00;-76.49;43.32
2062;1;8.850;-0.150;-3.392;-0.44;-0.44;0.59;5.29;-2.35;-43.22;-70.14;31.69
2063;1;8.850;-0.250;-3.412;-0.53;-0.22;0.38;3.47;-1.90;-31.52;-64.76;22.77
2064;1;8.850;-0.350;-3.431;-0.52;-0.07;0.24;2.11;-1.53;-22.89;-60.25;15.89
2065;1;8.850;-0.450;-3.451;-0.47;0.01;0.15;1.20;-1.22;-16.82;-56.42;10.68
2066;1;8.850;-0.550;-3.471;-0.40;0.06;0.08;0.67;-0.98;-12.54;-52.98;6.65
2067;1;8.850;-0.650;-3.490;-0.33;0.08;0.04;0.32;-0.64;-9.80;-49.88;3.76
2068;1;8.850;-0.750;-3.510;-0.29;0.08;0.02;0.11;-0.29;-7.93;-47.42;1.62
2069;1;8.850;-0.850;-3.530;-0.27;0.08;0.00;0.00;-0.06;-6.53;-45.22;0.01
2070;1;8.850;-0.950;-3.550;-0.26;0.07;-0.01;-0.08;0.12;-5.37;-43.36;-1.13
2071;1;8.850;-1.050;-3.569;-0.25;0.06;-0.03;-0.15;0.23;-4.35;-41.75;-1.91
2072;1;8.850;-1.150;-3.589;-0.24;0.04;-0.04;-0.21;0.29;-3.45;-40.33;-2.36
2073;1;8.850;-1.250;-3.609;-0.24;0.02;-0.05;-0.27;0.33;-2.67;-39.07;-2.56
2074;1;8.850;-1.350;-3.628;-0.22;0.00;-0.06;-0.33;0.36;-2.03;-37.92;-2.52
2075;1;8.850;-1.450;-3.648;-0.21;-0.02;-0.06;-0.38;0.38;-1.58;-36.89;-2.26
2076;1;8.850;-1.550;-3.668;-0.20;-0.04;-0.07;-0.43;0.41;-1.27;-35.89;-1.83
2077;1;8.850;-1.650;-3.687;-0.18;-0.07;-0.07;-0.46;0.44;-1.09;-34.88;-1.27
2078;1;8.850;-1.750;-3.707;-0.16;-0.10;-0.07;-0.49;0.46;-1.02;-33.87;-0.58
2079;1;8.850;-1.850;-3.727;-0.15;-0.13;-0.07;-0.52;0.47;-1.02;-32.80;0.20
2080;1;8.850;-1.950;-3.746;-0.13;-0.16;-0.06;-0.55;0.47;-1.08;-31.66;1.06
2081;1;8.950;-0.050;-3.397;-0.02;-0.44;0.71;5.34;-1.84;-50.79;-71.61;40.46
2082;1;8.950;-0.150;-3.416;-0.20;-0.24;0.48;4.12;-1.76;-37.32;-65.79;29.67
2083;1;8.950;-0.250;-3.435;-0.29;-0.09;0.32;2.69;-1.36;-27.06;-60.97;21.69
2084;1;8.950;-0.350;-3.454;-0.32;0.00;0.21;1.67;-1.07;-19.67;-56.94;15.63
2085;1;8.950;-0.450;-3.473;-0.31;0.06;0.14;1.04;-0.89;-14.43;-53.49;10.97
2086;1;8.950;-0.550;-3.492;-0.27;0.08;0.09;0.60;-0.58;-10.87;-50.23;7.43
2087;1;8.950;-0.650;-3.511;-0.26;0.08;0.05;0.33;-0.26;-8.48;-47.62;4.73
2088;1;8.950;-0.750;-3.530;-0.26;0.08;0.03;0.18;-0.05;-6.77;-45.37;2.71
